"site_yr","site_code","survey_year","species_name","total_per50m2","minN","location","ecoregion","latitude","longitude","n_sites_byspp","n_obs_byspp","log_count","n_site_species"
"PS17_2019","PS17",2019,"Ceratosoma brevicaudatum",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,371,0.176091259055681,14
"PS17_2019","PS17",2019,"Doriprismatica atromarginata",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,288,0.176091259055681,14
"PS17_2019","PS17",2019,"Ptilometra australis",4,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,60,0.653212513775344,9
"PS13_2018","PS13",2018,"Bullina lineata",1.5,1,"Port Stephens","Manning-Hawkesbury",-33,152,7,49,0.301029995663981,7
"PS13_2018","PS13",2018,"Ceratosoma amoenum",2.33333333333333,1,"Port Stephens","Manning-Hawkesbury",-33,152,12,271,0.45229767099463,12
"PS13_2018","PS13",2018,"Ceratosoma brevicaudatum",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,371,0.176091259055681,11
"PS13_2018","PS13",2018,"Doriprismatica atromarginata",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,288,0.176091259055681,9
"PS13_2018","PS13",2018,"Goniobranchus aureopurpureus",1.33333333333333,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,18,0.263241434774581,5
"PS13_2018","PS13",2018,"Hyastenus elatus",6.5,4.5,"Port Stephens","Manning-Hawkesbury",-33,152,13,50,0.942008053022313,13
"PS13_2018","PS13",2018,"Hypselodoris bennetti",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,13,260,0.176091259055681,13
"PS13_2018","PS13",2018,"Hypselodoris obscura",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,7,42,0.176091259055681,7
"PS13_2018","PS13",2018,"Phyllacanthus parvispinus",12.5714285714286,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,857,1.11632305405219,14
"PS13_2018","PS13",2018,"Goniobranchus splendidus",1.5,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,134,0.301029995663981,9
"PS13_2018","PS13",2018,"Pteraeolidia ianthina",2.66666666666667,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,233,0.500602350569185,11
"PS13_2018","PS13",2018,"Goniobranchus daphne",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,29,0.397940008672038,5
"PS13_2018","PS13",2018,"Octopus tetricus",1.75,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,318,0.352182518111362,10
"PS13_2018","PS13",2018,"Neoamphicyclus altoffi",9.66666666666667,1,"Port Stephens","Manning-Hawkesbury",-33,152,13,24,1.00717858462712,13
"PS13_2018","PS13",2018,"Cenolia trichoptera",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,1923,0.397940008672038,11
"PS13_2018","PS13",2018,"Coryphellina rubrolineata",1.66666666666667,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,82,0.335792101923193,10
"PS13_2018","PS13",2018,"Umbraculum umbraculum",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,7,41,0.176091259055681,7
"PS13_2018","PS13",2018,"Sepia plangon",3.5,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,75,0.602059991327962,10
"PS13_2018","PS13",2018,"Centrostephanus rodgersii",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,1919,0.397940008672038,10
"PS13_2018","PS13",2018,"Charonia lampas",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,6,312,0.397940008672038,6
"PS13_2018","PS13",2018,"Sepia mestus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,4,82,0.176091259055681,4
"PS13_2018","PS13",2018,"Dendrodoris krusensternii",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,4,22,0.176091259055681,4
"PPH-S12_2018","PPH-S12",2018,"Cenolia trichoptera",65.5,2,"Port Phillip Heads","Bassian",-38,145,12,1923,1.8228216453031,12
"PPH-S12_2018","PPH-S12",2018,"Fromia polypora",1.75,1,"Port Phillip Heads","Bassian",-38,145,8,553,0.352182518111362,8
"PPH-S12_2018","PPH-S12",2018,"Haliotis rubra",4,1,"Port Phillip Heads","Bassian",-38,145,9,1623,0.653212513775344,9
"PPH-S12_2018","PPH-S12",2018,"Heliocidaris erythrogramma",4,1,"Port Phillip Heads","Bassian",-38,145,8,2169,0.653212513775344,8
"PPH-S12_2018","PPH-S12",2018,"Nectria ocellata",4,1,"Port Phillip Heads","Bassian",-38,145,7,719,0.653212513775344,7
"PPH-S12_2018","PPH-S12",2018,"Pentagonaster duebeni",5,1,"Port Phillip Heads","Bassian",-38,145,10,952,0.740362689494244,10
"PPH-S12_2018","PPH-S12",2018,"Tosia australis",1,1,"Port Phillip Heads","Bassian",-38,145,7,886,0.176091259055681,7
"PPH-S12_2018","PPH-S12",2018,"Ceratosoma amoenum",2,1,"Port Phillip Heads","Bassian",-38,145,5,271,0.397940008672038,5
"PPH-S12_2018","PPH-S12",2018,"Paguristes frontalis",1,1,"Port Phillip Heads","Bassian",-38,145,9,497,0.176091259055681,9
"PPH-S12_2018","PPH-S12",2018,"Dicathais orbita",1,1,"Port Phillip Heads","Bassian",-38,145,9,1606,0.176091259055681,9
"GSV95_2019","GSV95",2019,"Heliocidaris erythrogramma",12.5,4.5,"Encounter","South Australian Gulfs",-36,138,8,2169,1.16879202031418,8
"GSV95_2019","GSV95",2019,"Pentagonaster duebeni",1.66666666666667,1.66666666666667,"Encounter","South Australian Gulfs",-36,138,8,952,0.397940008672038,8
"GSV95_2019","GSV95",2019,"Phyllacanthus irregularis",1,1,"Encounter","South Australian Gulfs",-36,138,6,621,0.176091259055681,6
"GSV95_2019","GSV95",2019,"Pleuroploca australasia",3,2.5,"Encounter","South Australian Gulfs",-36,138,8,671,0.628388930050311,8
"GSV95_2019","GSV95",2019,"Paguristes frontalis",1,1,"Encounter","South Australian Gulfs",-36,138,7,497,0.176091259055681,7
"GSV95_2019","GSV95",2019,"Petricia vernicina",1.5,1.5,"Encounter","South Australian Gulfs",-36,138,8,1072,0.352182518111362,8
"GSV95_2019","GSV95",2019,"Phasianella australis",2.5,1,"Encounter","South Australian Gulfs",-36,138,8,262,0.477121254719662,8
"GSV95_2019","GSV95",2019,"Phasianella ventricosa",1.5,1.5,"Encounter","South Australian Gulfs",-36,138,7,259,0.352182518111362,7
"GSV95_2019","GSV95",2019,"Guinusia chabrus",1,1,"Encounter","South Australian Gulfs",-36,138,6,1164,0.176091259055681,6
"GSV95_2019","GSV95",2019,"Uniophora granifera",1,1,"Encounter","South Australian Gulfs",-36,138,7,424,0.176091259055681,7
"GSV95_2019","GSV95",2019,"Amblypneustes ovum",1,1,"Encounter","South Australian Gulfs",-36,138,4,211,0.176091259055681,4
"GSV95_2019","GSV95",2019,"Tosia australis",2,1,"Encounter","South Australian Gulfs",-36,138,8,886,0.397940008672038,8
"GSV94_2019","GSV94",2019,"Australostichopus mollis",2.66666666666667,1.5,"Encounter","South Australian Gulfs",-36,138,7,651,0.533602610672111,7
"GSV94_2019","GSV94",2019,"Paguristes frontalis",1,1,"Encounter","South Australian Gulfs",-36,138,7,497,0.176091259055681,7
"GSV94_2019","GSV94",2019,"Tosia australis",1.33333333333333,1.33333333333333,"Encounter","South Australian Gulfs",-36,138,8,886,0.301029995663981,8
"GSV94_2019","GSV94",2019,"Uniophora granifera",1,1,"Encounter","South Australian Gulfs",-36,138,5,424,0.176091259055681,5
"GSV94_2019","GSV94",2019,"Goniocidaris tubaria",2,1,"Encounter","South Australian Gulfs",-36,138,4,281,0.397940008672038,4
"GSV94_2019","GSV94",2019,"Petricia vernicina",1,1,"Encounter","South Australian Gulfs",-36,138,6,1072,0.176091259055681,6
"GSV94_2019","GSV94",2019,"Pleuroploca australasia",1,1,"Encounter","South Australian Gulfs",-36,138,7,671,0.176091259055681,7
"GSV94_2019","GSV94",2019,"Meridiastra gunnii",7,1,"Encounter","South Australian Gulfs",-36,138,8,389,0.8750612633917,8
"GSV94_2019","GSV94",2019,"Pentagonaster duebeni",1,1,"Encounter","South Australian Gulfs",-36,138,8,952,0.176091259055681,8
"GSV94_2019","GSV94",2019,"Ceratosoma brevicaudatum",1,1,"Encounter","South Australian Gulfs",-36,138,6,371,0.176091259055681,6
"PS7_2019","PS7",2019,"Pteraeolidia ianthina",4.42857142857143,1.66666666666667,"Port Stephens","Manning-Hawkesbury",-33,152,13,233,0.72114298328721,13
"PS7_2019","PS7",2019,"Hyastenus elatus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,50,0.176091259055681,9
"PS7_2019","PS7",2019,"Octopus tetricus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,318,0.176091259055681,11
"PS7_2019","PS7",2019,"Phyllacanthus parvispinus",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,857,0.397940008672038,14
"PS7_2019","PS7",2019,"Sepia plangon",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,75,0.397940008672038,11
"PS7_2019","PS7",2019,"Coryphellina rubrolineata",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,82,0.176091259055681,14
"PS7_2019","PS7",2019,"Sepia mestus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,4,82,0.176091259055681,4
"PS7_2019","PS7",2019,"Hypselodoris obscura",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,42,0.176091259055681,5
"PS7_2019","PS7",2019,"Ceratosoma brevicaudatum",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,371,0.176091259055681,14
"PS7_2019","PS7",2019,"Goniobranchus aureopurpureus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,8,18,0.176091259055681,8
"GSV124_2019","GSV124",2019,"Coscinasterias muricata",2.5,1,"Encounter","South Australian Gulfs",-35,138,6,424,0.477121254719662,6
"GSV124_2019","GSV124",2019,"Dicathais orbita",4.66666666666667,1.75,"Encounter","South Australian Gulfs",-35,138,6,1606,0.74364039925548,6
"GSV124_2019","GSV124",2019,"Haliotis scalaris",77,2,"Encounter","South Australian Gulfs",-35,138,5,196,1.89209460269048,5
"GSV124_2019","GSV124",2019,"Heliocidaris erythrogramma",242.25,15.25,"Encounter","South Australian Gulfs",-35,138,7,2169,2.39772280712617,7
"GSV124_2019","GSV124",2019,"Paguristes frontalis",4.25,2,"Encounter","South Australian Gulfs",-35,138,7,497,0.720159303405957,7
"GSV124_2019","GSV124",2019,"Phyllacanthus irregularis",2,1.25,"Encounter","South Australian Gulfs",-35,138,7,621,0.419129307741976,7
"GSV124_2019","GSV124",2019,"Guinusia chabrus",5,1,"Encounter","South Australian Gulfs",-35,138,7,1164,0.740362689494244,7
"GSV124_2019","GSV124",2019,"Pleuroploca australasia",4,4,"Encounter","South Australian Gulfs",-35,138,7,671,0.778151250383644,7
"GSV124_2019","GSV124",2019,"Tosia australis",4.25,2.5,"Encounter","South Australian Gulfs",-35,138,7,886,0.740362689494244,7
"GSV124_2019","GSV124",2019,"Turbo undulatus",370,66,"Encounter","South Australian Gulfs",-35,138,7,658,2.60530504614111,7
"GSV124_2019","GSV124",2019,"Cenolia trichoptera",2,1,"Encounter","South Australian Gulfs",-35,138,5,1923,0.397940008672038,5
"GSV124_2019","GSV124",2019,"Petricia vernicina",2,1.33333333333333,"Encounter","South Australian Gulfs",-35,138,7,1072,0.425968732272281,7
"GSV124_2019","GSV124",2019,"Ceratosoma brevicaudatum",1.33333333333333,1,"Encounter","South Australian Gulfs",-35,138,7,371,0.263241434774581,7
"GSV124_2019","GSV124",2019,"Phasianella ventricosa",2.5,1,"Encounter","South Australian Gulfs",-35,138,5,259,0.477121254719662,5
"GSV124_2019","GSV124",2019,"Pinna bicolor",2.5,1,"Encounter","South Australian Gulfs",-35,138,5,108,0.477121254719662,5
"GSV124_2019","GSV124",2019,"Pterochelus triformis",1,1,"Encounter","South Australian Gulfs",-35,138,5,167,0.176091259055681,5
"GSV124_2019","GSV124",2019,"Uniophora granifera",2.33333333333333,1,"Encounter","South Australian Gulfs",-35,138,5,424,0.45229767099463,5
"GSV124_2019","GSV124",2019,"Meridiastra gunnii",1,1,"Encounter","South Australian Gulfs",-35,138,5,389,0.176091259055681,5
"GSV124_2019","GSV124",2019,"Centrostephanus tenuispinus",1,1,"Encounter","South Australian Gulfs",-35,138,6,395,0.176091259055681,6
"GSV138_2019","GSV138",2019,"Cenolia trichoptera",1.66666666666667,1,"Encounter","South Australian Gulfs",-35,138,6,1923,0.335792101923193,6
"GSV138_2019","GSV138",2019,"Heliocidaris erythrogramma",68,8,"Encounter","South Australian Gulfs",-35,138,6,2169,1.85733249643127,6
"GSV138_2019","GSV138",2019,"Pentagonaster duebeni",5,2.25,"Encounter","South Australian Gulfs",-35,138,6,952,0.78710609303657,6
"GSV138_2019","GSV138",2019,"Phasianella ventricosa",1,1,"Encounter","South Australian Gulfs",-35,138,4,259,0.176091259055681,4
"GSV138_2019","GSV138",2019,"Guinusia chabrus",1,1,"Encounter","South Australian Gulfs",-35,138,6,1164,0.176091259055681,6
"GSV138_2019","GSV138",2019,"Pleuroploca australasia",2.25,1,"Encounter","South Australian Gulfs",-35,138,6,671,0.439332693830263,6
"GSV138_2019","GSV138",2019,"Tosia australis",3.33333333333333,1.66666666666667,"Encounter","South Australian Gulfs",-35,138,6,886,0.619788758288394,6
"GSV138_2019","GSV138",2019,"Uniophora granifera",1,1,"Encounter","South Australian Gulfs",-35,138,6,424,0.176091259055681,6
"GSV138_2019","GSV138",2019,"Australostichopus mollis",2.66666666666667,1,"Encounter","South Australian Gulfs",-35,138,5,651,0.500602350569185,5
"GSV138_2019","GSV138",2019,"Petricia vernicina",1.33333333333333,1.33333333333333,"Encounter","South Australian Gulfs",-35,138,6,1072,0.301029995663981,6
"GSV138_2019","GSV138",2019,"Phyllacanthus irregularis",1,1,"Encounter","South Australian Gulfs",-35,138,6,621,0.176091259055681,6
"GSV138_2019","GSV138",2019,"Phasianella australis",1,1,"Encounter","South Australian Gulfs",-35,138,4,262,0.176091259055681,4
"GSV138_2019","GSV138",2019,"Nectocarcinus tuberculosus",2,1,"Encounter","South Australian Gulfs",-35,138,5,194,0.397940008672038,5
"GSV138_2019","GSV138",2019,"Echinaster arcystatus",1,1,"Encounter","South Australian Gulfs",-35,138,4,233,0.176091259055681,4
"GSV138_2019","GSV138",2019,"Centrostephanus tenuispinus",1,1,"Encounter","South Australian Gulfs",-35,138,6,395,0.176091259055681,6
"GSV138_2019","GSV138",2019,"Turbo torquatus",1,1,"Encounter","South Australian Gulfs",-35,138,5,1239,0.176091259055681,5
"GSV138_2019","GSV138",2019,"Fromia polypora",1,1,"Encounter","South Australian Gulfs",-35,138,5,553,0.176091259055681,5
"GSV136_2019","GSV136",2019,"Australostichopus mollis",1.75,1.75,"Encounter","South Australian Gulfs",-35,138,5,651,0.419129307741976,5
"GSV136_2019","GSV136",2019,"Heliocidaris erythrogramma",7.5,7.5,"Encounter","South Australian Gulfs",-35,138,5,2169,1.05115252244738,5
"GSV136_2019","GSV136",2019,"Paguristes frontalis",8.66666666666667,8.66666666666667,"Encounter","South Australian Gulfs",-35,138,5,497,1.11394335230684,5
"GSV136_2019","GSV136",2019,"Petricia vernicina",5.75,4.5,"Encounter","South Australian Gulfs",-35,138,5,1072,0.903089986991944,5
"GSV136_2019","GSV136",2019,"Phasianella ventricosa",1.33333333333333,1,"Encounter","South Australian Gulfs",-35,138,4,259,0.263241434774581,4
"GSV136_2019","GSV136",2019,"Pleuroploca australasia",5.5,4,"Encounter","South Australian Gulfs",-35,138,5,671,0.8750612633917,5
"GSV136_2019","GSV136",2019,"Pterochelus triformis",1.33333333333333,1,"Encounter","South Australian Gulfs",-35,138,5,167,0.263241434774581,5
"GSV136_2019","GSV136",2019,"Turbo undulatus",97.25,97.25,"Encounter","South Australian Gulfs",-35,138,5,658,2.16398086905343,5
"GSV136_2019","GSV136",2019,"Dicathais orbita",3.25,3.25,"Encounter","South Australian Gulfs",-35,138,5,1606,0.687974620034556,5
"GSV136_2019","GSV136",2019,"Guinusia chabrus",3,1.75,"Encounter","South Australian Gulfs",-35,138,5,1164,0.588271706842329,5
"GSV136_2019","GSV136",2019,"Tosia australis",1.66666666666667,1,"Encounter","South Australian Gulfs",-35,138,5,886,0.335792101923193,5
"GSV136_2019","GSV136",2019,"Uniophora granifera",1,1,"Encounter","South Australian Gulfs",-35,138,5,424,0.176091259055681,5
"GSV136_2019","GSV136",2019,"Fromia polypora",1,1,"Encounter","South Australian Gulfs",-35,138,4,553,0.176091259055681,4
"GSV136_2019","GSV136",2019,"Turbo torquatus",1,1,"Encounter","South Australian Gulfs",-35,138,5,1239,0.176091259055681,5
"GSV136_2019","GSV136",2019,"Phyllacanthus irregularis",1,1,"Encounter","South Australian Gulfs",-35,138,4,621,0.176091259055681,4
"PD-S26_2019","PD-S26",2019,"Nectria ocellata",1.5,1,"Port Davey","Bassian",-43,146,7,719,0.301029995663981,7
"PD-S26_2019","PD-S26",2019,"Petricia vernicina",2.5,1,"Port Davey","Bassian",-43,146,7,1072,0.477121254719662,7
"PD-S26_2019","PD-S26",2019,"Haliotis rubra",3,3,"Port Davey","Bassian",-43,146,7,1623,0.653212513775344,7
"PD-S26_2019","PD-S26",2019,"Jasus edwardsii",1,1,"Port Davey","Bassian",-43,146,6,936,0.176091259055681,6
"PD-S25_2019","PD-S25",2019,"Haliotis rubra",3.5,1,"Port Davey","Bassian",-43,146,7,1623,0.602059991327962,7
"PD-S25_2019","PD-S25",2019,"Petricia vernicina",3,1.5,"Port Davey","Bassian",-43,146,7,1072,0.574031267727719,7
"PD-S25_2019","PD-S25",2019,"Jasus edwardsii",1,1,"Port Davey","Bassian",-43,146,5,936,0.176091259055681,5
"PD-S25_2019","PD-S25",2019,"Nectria ocellata",3,1,"Port Davey","Bassian",-43,146,5,719,0.544068044350276,5
"PD-S25_2019","PD-S25",2019,"Guinusia chabrus",1,1,"Port Davey","Bassian",-43,146,5,1164,0.176091259055681,5
"PD-S24_2019","PD-S24",2019,"Haliotis rubra",1,1,"Port Davey","Bassian",-43,146,4,1623,0.176091259055681,4
"PD-S24_2019","PD-S24",2019,"Jasus edwardsii",1,1,"Port Davey","Bassian",-43,146,6,936,0.176091259055681,6
"PD-S24_2019","PD-S24",2019,"Nectria ocellata",1.5,1.5,"Port Davey","Bassian",-43,146,6,719,0.352182518111362,6
"PD-S24_2019","PD-S24",2019,"Petricia vernicina",1,1,"Port Davey","Bassian",-43,146,7,1072,0.176091259055681,7
"PD-S23_2019","PD-S23",2019,"Haliotis rubra",11.75,2.33333333333333,"Port Davey","Bassian",-43,146,7,1623,1.11115045212267,7
"PD-S23_2019","PD-S23",2019,"Jasus edwardsii",1,1,"Port Davey","Bassian",-43,146,5,936,0.176091259055681,5
"PD-S23_2019","PD-S23",2019,"Turbo undulatus",2.33333333333333,1,"Port Davey","Bassian",-43,146,6,658,0.45229767099463,6
"PD-S22_2019","PD-S22",2019,"Haliotis rubra",13.25,2.33333333333333,"Port Davey","Bassian",-43,146,6,1623,1.15886485708117,6
"PD-S22_2019","PD-S22",2019,"Turbo undulatus",20.75,4.33333333333333,"Port Davey","Bassian",-43,146,6,658,1.36015144778264,6
"PD-S22_2019","PD-S22",2019,"Jasus edwardsii",2,1,"Port Davey","Bassian",-43,146,5,936,0.397940008672038,5
"PD-S21_2019","PD-S21",2019,"Guinusia chabrus",1,1,"Port Davey","Bassian",-43,146,4,1164,0.176091259055681,4
"PD-S21_2019","PD-S21",2019,"Haliotis rubra",3,1,"Port Davey","Bassian",-43,146,7,1623,0.544068044350276,7
"PD-S21_2019","PD-S21",2019,"Jasus edwardsii",4,1,"Port Davey","Bassian",-43,146,5,936,0.653212513775344,5
"PD-S20_2019","PD-S20",2019,"Jasus edwardsii",2.33333333333333,2,"Port Davey","Bassian",-43,146,4,936,0.522878745280338,4
"PD-S20_2019","PD-S20",2019,"Nectria ocellata",1.66666666666667,1.66666666666667,"Port Davey","Bassian",-43,146,4,719,0.397940008672038,4
"PD-S20_2019","PD-S20",2019,"Petricia vernicina",3,1.5,"Port Davey","Bassian",-43,146,4,1072,0.574031267727719,4
"PD-S20_2019","PD-S20",2019,"Haliotis rubra",3.5,3,"Port Davey","Bassian",-43,146,4,1623,0.698970004336019,4
"PD-S19_2019","PD-S19",2019,"Jasus edwardsii",9.66666666666667,4.75,"Port Davey","Bassian",-43,146,4,936,1.08068660104494,4
"PD-S19_2019","PD-S19",2019,"Nectria ocellata",2,1,"Port Davey","Bassian",-43,146,4,719,0.397940008672038,4
"PD-S18_2019","PD-S18",2019,"Jasus edwardsii",2.5,1.5,"Port Davey","Bassian",-43,146,6,936,0.511883360978874,6
"PD-S18_2019","PD-S18",2019,"Petricia vernicina",1.33333333333333,1.33333333333333,"Port Davey","Bassian",-43,146,5,1072,0.301029995663981,5
"PD-S18_2019","PD-S18",2019,"Nectria ocellata",1,1,"Port Davey","Bassian",-43,146,4,719,0.176091259055681,4
"PD-S17_2019","PD-S17",2019,"Haliotis rubra",44.875,4.71428571428571,"Port Davey","Bassian",-43,146,7,1623,1.674237649365,7
"PD-S17_2019","PD-S17",2019,"Jasus edwardsii",2.5,1.5,"Port Davey","Bassian",-43,146,7,936,0.511883360978874,7
"PD-S17_2019","PD-S17",2019,"Dicathais orbita",1,1,"Port Davey","Bassian",-43,146,5,1606,0.176091259055681,5
"PD-S17_2019","PD-S17",2019,"Turbo undulatus",11.7142857142857,4.66666666666667,"Port Davey","Bassian",-43,146,7,658,1.14760272124424,7
"PD-S17_2019","PD-S17",2019,"Nectria ocellata",1,1,"Port Davey","Bassian",-43,146,6,719,0.176091259055681,6
"PD-S17_2019","PD-S17",2019,"Pentagonaster duebeni",1,1,"Port Davey","Bassian",-43,146,6,952,0.176091259055681,6
"PD-S16_2019","PD-S16",2019,"Haliotis rubra",3.33333333333333,1,"Port Davey","Bassian",-43,146,6,1623,0.583576585633949,6
"PD-S16_2019","PD-S16",2019,"Jasus edwardsii",2,1,"Port Davey","Bassian",-43,146,6,936,0.397940008672038,6
"PD-S16_2019","PD-S16",2019,"Nectria ocellata",1,1,"Port Davey","Bassian",-43,146,4,719,0.176091259055681,4
"PD-S16_2019","PD-S16",2019,"Guinusia chabrus",2,1,"Port Davey","Bassian",-43,146,6,1164,0.397940008672038,6
"PD-S16_2019","PD-S16",2019,"Petricia vernicina",1,1,"Port Davey","Bassian",-43,146,6,1072,0.176091259055681,6
"PD-S16_2019","PD-S16",2019,"Fromia polypora",1,1,"Port Davey","Bassian",-43,146,5,553,0.176091259055681,5
"PD-S15_2019","PD-S15",2019,"Guinusia chabrus",1.5,1,"Port Davey","Bassian",-43,146,5,1164,0.301029995663981,5
"PD-S15_2019","PD-S15",2019,"Jasus edwardsii",2,2,"Port Davey","Bassian",-43,146,6,936,0.477121254719662,6
"PD-S15_2019","PD-S15",2019,"Haliotis rubra",1,1,"Port Davey","Bassian",-43,146,4,1623,0.176091259055681,4
"PD-S14_2019","PD-S14",2019,"Haliotis rubra",6.28571428571429,4.75,"Port Davey","Bassian",-43,146,6,1623,0.937553711596063,6
"PD-S14_2019","PD-S14",2019,"Jasus edwardsii",2,1.5,"Port Davey","Bassian",-43,146,6,936,0.439332693830263,6
"PD-S14_2019","PD-S14",2019,"Guinusia chabrus",1.5,1,"Port Davey","Bassian",-43,146,5,1164,0.301029995663981,5
"PD-S14_2019","PD-S14",2019,"Dicathais orbita",2,1,"Port Davey","Bassian",-43,146,5,1606,0.397940008672038,5
"PD-S14_2019","PD-S14",2019,"Turbo undulatus",1.66666666666667,1,"Port Davey","Bassian",-43,146,6,658,0.335792101923193,6
"PD-S13_2019","PD-S13",2019,"Jasus edwardsii",1.75,1,"Port Davey","Bassian",-43,146,6,936,0.352182518111362,6
"PD-S13_2019","PD-S13",2019,"Guinusia chabrus",1.5,1,"Port Davey","Bassian",-43,146,6,1164,0.301029995663981,6
"PD-S13_2019","PD-S13",2019,"Haliotis rubra",2.5,1,"Port Davey","Bassian",-43,146,4,1623,0.477121254719662,4
"PD-S12_2019","PD-S12",2019,"Jasus edwardsii",5,1.33333333333333,"Port Davey","Bassian",-43,146,6,936,0.753327666658612,6
"PD-S12_2019","PD-S12",2019,"Haliotis rubra",1.66666666666667,1.66666666666667,"Port Davey","Bassian",-43,146,6,1623,0.397940008672038,6
"PD-S12_2019","PD-S12",2019,"Guinusia chabrus",2,1,"Port Davey","Bassian",-43,146,6,1164,0.397940008672038,6
"PD-S11_2019","PD-S11",2019,"Haliotis rubra",2.25,1.5,"Port Davey","Bassian",-43,146,7,1623,0.477121254719662,7
"PD-S11_2019","PD-S11",2019,"Nectria ocellata",1.66666666666667,1,"Port Davey","Bassian",-43,146,7,719,0.335792101923193,7
"PD-S11_2019","PD-S11",2019,"Petricia vernicina",2.66666666666667,1,"Port Davey","Bassian",-43,146,7,1072,0.500602350569185,7
"PD-S11_2019","PD-S11",2019,"Guinusia chabrus",1,1,"Port Davey","Bassian",-43,146,7,1164,0.176091259055681,7
"PD-S11_2019","PD-S11",2019,"Jasus edwardsii",2,1,"Port Davey","Bassian",-43,146,7,936,0.397940008672038,7
"PD-S10_2019","PD-S10",2019,"Jasus edwardsii",1.75,1.33333333333333,"Port Davey","Bassian",-43,146,8,936,0.383216751851331,8
"PD-S10_2019","PD-S10",2019,"Petricia vernicina",3.25,1.5,"Port Davey","Bassian",-43,146,8,1072,0.602059991327962,8
"PD-S10_2019","PD-S10",2019,"Nectria ocellata",1,1,"Port Davey","Bassian",-43,146,5,719,0.176091259055681,5
"PD-S7_2019","PD-S7",2019,"Haliotis rubra",7,1,"Port Davey","Bassian",-43,146,7,1623,0.8750612633917,7
"PD-S7_2019","PD-S7",2019,"Nectria ocellata",2,1.33333333333333,"Port Davey","Bassian",-43,146,7,719,0.425968732272281,7
"PD-S7_2019","PD-S7",2019,"Jasus edwardsii",3,1,"Port Davey","Bassian",-43,146,6,936,0.544068044350276,6
"PD-S7_2019","PD-S7",2019,"Petricia vernicina",1,1,"Port Davey","Bassian",-43,146,7,1072,0.176091259055681,7
"PD-S4_2019","PD-S4",2019,"Haliotis rubra",3,2,"Port Davey","Bassian",-43,146,7,1623,0.602059991327962,7
"PD-S4_2019","PD-S4",2019,"Nectria ocellata",2,1,"Port Davey","Bassian",-43,146,7,719,0.397940008672038,7
"SI12_2019","SI12",2019,"Astralium tentoriiforme",32.5,6.5,"Solitary Islands","Tweed-Moreton",-30,153,5,1233,1.5532760461371,5
"SI12_2019","SI12",2019,"Centrostephanus rodgersii",206.5,128,"Solitary Islands","Tweed-Moreton",-30,153,6,1919,2.43216726944259,6
"SI12_2019","SI12",2019,"Phyllacanthus parvispinus",3.5,2,"Solitary Islands","Tweed-Moreton",-30,153,6,857,0.653212513775344,6
"SI9_2019","SI9",2019,"Astralium tentoriiforme",82.5,1.5,"Solitary Islands","Tweed-Moreton",-30,153,7,1233,1.92038424217836,7
"SI9_2019","SI9",2019,"Centrostephanus rodgersii",67.5,55,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,1.97772360528885,7
"SI9_2019","SI9",2019,"Phyllacanthus parvispinus",8.5,2,"Solitary Islands","Tweed-Moreton",-30,153,7,857,0.977723605288848,7
"SI9_2019","SI9",2019,"Ovula ovum",1,1,"Solitary Islands","Tweed-Moreton",-30,153,5,37,0.176091259055681,5
"SI9_2019","SI9",2019,"Pentagonaster duebeni",1,1,"Solitary Islands","Tweed-Moreton",-30,153,4,952,0.176091259055681,4
"SI9_2019","SI9",2019,"Cenolia trichoptera",2,1,"Solitary Islands","Tweed-Moreton",-30,153,5,1923,0.397940008672038,5
"SI25_2019","SI25",2019,"Agnewia tritoniformis",4,1,"Solitary Islands","Tweed-Moreton",-30,153,4,344,0.653212513775344,4
