species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,thirtyyear_change,fourteenyear_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,new
Cystophora retorta,-0.002110510057058769,4.032905840368683,0.3472667374455658,-13.91527041495001,5.405598678449199,0.002243346316846464,0.4090688960985042,695.5842485088408,712.6983342055041,,-4.743438761497573,-13.985001078355921,NA,temperate (cool),Macroalgae,Brown algae,132,120,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Stylophora pistillata,0.008980405721101752,-17.880908859821627,0.007458883098164057,5.797993004381699,42.93239972518075,0.003333052471723354,0.2259512359007968,59.52903031514241,74.62723649732004,**,22.97138295645978,NA,33.575152935250216,tropical,Invertebrate,Anthozoa,70,15,endemic,Near Threatened,Not applicable,3/01/2008,increasing,Least Concern
Amblypneustes leucoglobus,-0.009320828043778996,18.050273735097996,1.1935396201226848e-4,-27.57097562403902,-10.118398119925102,0.0023918339657772905,0.2468484062266638,126.90891263615815,142.2010962180902,***,-19.315201347946793,-49.680826099628625,NA,temperate (cool),Invertebrate,Echinoidea,10,5,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Amblypneustes ovum,-3.661145214123027e-4,-0.05518536105664848,0.6980778995970718,-4.973392711814467,3.474297246813676,9.435699278340819e-4,0.23703832340038317,305.62212418489435,326.21865057912396,,-0.8394664753464703,-2.6615704004043983,NA,temperate (cool),Invertebrate,Echinoidea,70,6,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Antedon loveni,0.005344434845273431,-11.46902418456605,0.027273265434438698,1.4371423238221495,26.093207165282156,0.00241062300187595,0.3306488301253481,315.47357338030463,331.05118471736404,*,13.095245705961773,48.259289677079536,NA,temperate (cool),Invertebrate,Crinoidea,18,3,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Aphelodoris varia,-9.851527707465011e-4,1.3307340954824165,0.6283322141081854,-10.817796074195574,7.156555235516063,0.0020342349097669955,0.3388357581073916,716.263434532966,734.7808875467158,,-2.24286337560543,-7.001678249923697,NA,temperate (warm),Invertebrate,Gastropoda,30,7.6,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Ascarosepion apama,-0.0014336883511938188,1.9084285686957125,0.07914730121905673,-6.745821381282129,0.38248250796927036,8.160770010187013e-4,0.21359265088460486,-38.81756908526967,-17.249442815211303,,-3.247294849247199,-10.024975670006473,NA,temperate (cool),Invertebrate,Cephalopoda,100,100,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Ascarosepion mestus,0.005724043849515766,-12.462875572418415,0.013776352484361617,2.7715347117144082,26.650828462598835,0.002314715824082046,0.24793521798758675,164.97723474771527,181.613616301683,*,14.088123893819082,52.46473497697406,NA,temperate (warm),Invertebrate,Cephalopoda,25,20,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ascarosepion plangon,0.006707831164722254,-14.412609102078871,0.030550687788313134,1.5224030364306063,34.15125327957789,0.0030876293218114795,0.30570730172407307,232.1893647896774,247.39783829118565,*,16.702003424498677,63.927040111306724,NA,temperate (warm),Invertebrate,Cephalopoda,85,13,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Astele armillata,0.0031433986024408033,-7.032369901146137,0.10952897703133199,-1.5839810468214435,17.436251061246626,0.001957596823715248,0.2070494116074851,4.615149003990368,19.13999613127583,,7.506317536384251,26.063324287545186,NA,temperate (cool),Invertebrate,Gastropoda,30,3.5,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Astralium tentoriiforme,0.014226020454964697,-27.92585546640571,1.3304343580391477e-16,28.49863388617203,49.83797619104958,0.0017021585221549318,0.39160016201356923,2525.6859890556634,2547.72990006372,***,38.75869430352223,185.25459868845942,NA,temperate (warm),Invertebrate,Gastropoda,12,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Astralium tentorium,0.011519303530680713,-23.783852512797885,1.722130241692981e-4,13.621400301688949,49.5980502432269,0.0030476528363763875,0.40283363124061927,790.3367240435747,808.1449198613236,***,30.374613905615394,133.67793867902543,NA,temperate (warm),Invertebrate,Gastropoda,11,4.7,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Bellastraea aurea,0.007461126151559176,-15.40262283878043,5.4053299686410645e-27,15.17769394774477,22.420498622127347,6.756696882825766e-4,0.18552461658823574,-268.72267344211207,-248.365700822002,***,18.743887098366606,73.2830313952068,NA,temperate (cool),Invertebrate,Gastropoda,5,2,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Bellastraea squamifera,0.0032137542947887213,-6.9120569097552735,0.016105562089604186,1.3905443651071112,14.360917535100509,0.0013337024745944776,0.3101569230648975,1155.595452461911,1176.5894687513935,*,7.680618882772561,26.718533267219698,NA,temperate (warm),Invertebrate,Gastropoda,5,3,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Cabestana spengleri,0.0072854840303317485,-15.356712142590162,3.893010556859063e-13,13.054914781305685,23.71439442905564,9.982526971497043e-4,0.3469256613852973,2520.767414838334,2544.29818366349,***,18.26461989706717,71.05488801449803,NA,temperate (cool),Invertebrate,Gastropoda,35,17,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Campanile symbolicum,-0.042690284094116314,85.54555780705834,7.472236178430067e-30,-68.07062429021438,-56.14653733374797,0.0035157141866713386,0.43909368048875647,746.3530668391234,763.3374939010496,***,-62.58057074665805,-95.6956169852209,NA,temperate (warm),Invertebrate,Gastropoda,40,23,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Endangered
Cenolia tasmaniae,-0.020042048052499956,39.72079070571003,1.7293016614843396e-37,-41.15060930872618,-32.4823888119724,0.001522351893241635,0.466583111854443,2321.802712196171,2343.142639711658,***,-36.96532478591044,-77.16218964166174,NA,temperate (cool),Invertebrate,Crinoidea,63,30,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Cenolia trichoptera,0.0034178278228814184,-6.860378576513214,0.003238925944394748,2.66957289876417,14.002611784637281,0.0011600479921904966,0.44907909389822553,5538.477859071025,5563.1404507722145,**,8.187797192069345,28.638358719701696,NA,temperate (cool),Invertebrate,Crinoidea,70,46,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Centrostephanus rodgersii,0.009771844758520182,-18.359939450220942,2.9044918908434937e-17,18.913247438147362,31.88841699336034,0.0011473786359655603,0.3780740203952503,3300.3367693200844,3323.682248362265,***,25.232902881619268,105.44663495447341,NA,temperate (warm),Invertebrate,Echinoidea,35,10,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Centrostephanus tenuispinus,0.02525891953587543,-51.23927524751839,2.792073373095906e-15,55.37261809908822,105.96997053171324,0.0031232569569335277,0.427480910005332,1044.661962436878,1062.9845189860177,***,78.89128981396296,543.1102405984994,NA,temperate (warm),Invertebrate,Echinoidea,104,9,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ceratosoma brevicaudatum,0.0032760961816697674,-7.494561389056533,3.58562091585246e-4,3.4700978851678346,12.384667156683086,9.156342676764357e-4,0.24622850932687002,375.48968509081476,396.53458545870245,***,7.835302714343087,27.30195633862157,NA,temperate (cool),Invertebrate,Gastropoda,100,15,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Chicoreus denudatus,-0.006480039309310119,12.13999551421556,0.014512220229872533,-23.50265452935195,-3.0042179862892135,0.0026303157773661166,0.21042560768223587,22.537653283406655,36.42673597809255,*,-13.861043389773378,-37.964720668607185,NA,temperate (warm),Invertebrate,Gastropoda,100,5,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Chromodoris westraliensis,0.011510203451574363,-23.665998196670852,7.792986452202075e-5,14.381022638498283,48.54228282118937,0.0028953623571001995,0.39125236258920476,816.200070344009,834.3060497822921,***,30.347298453572126,133.5213057913978,NA,temperate (warm),Invertebrate,Gastropoda,18,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Clanculus undatus,0.0029531424929357705,-6.615328989900243,0.005887446807370182,2.003804874099114,12.31725426527901,0.0010671141553281372,0.1870593432439442,-104.3172427249149,-87.70631194609848,**,7.03638301096546,24.308423808860173,NA,temperate (cool),Invertebrate,Gastropoda,20,4,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Conus anemone,0.0012220961586431039,-3.3935468035597904,0.23726256612493937,-1.8329613162765175,7.764627718104906,0.001033451202312518,0.21931559195483688,24.274349916287633,44.172265560387814,,2.8539468272376927,9.422611893084733,NA,temperate (cool),Invertebrate,Gastropoda,130,10.5,endemic,Least Concern,Not applicable,26/10/2011,increasing,Least Concern
Doris chrysoderma,0.005099938522093585,-11.05877252387616,7.184293425226854e-4,5.094844627903419,20.342036879197156,0.0015009445575867384,0.253970018155896,309.455566647885,327.88756914906935,***,12.460338199850028,45.612290256888834,NA,temperate (warm),Invertebrate,Gastropoda,30,5,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Echinaster arcystatus,-0.002072269898521691,3.3365567420166373,0.20889678271215892,-11.492304938214005,2.700739588198127,0.0016477991622778382,0.2914361021773863,525.2266982818517,544.1603058492011,,-4.659527261020178,-14.160463637604298,NA,temperate (cool),Invertebrate,Asteroidea,40,36,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Fromia polypora,-0.006980380530478851,13.350994399115047,1.0384350552903218e-9,-19.108383074206944,-10.362678047987767,0.001137402439303428,0.3105277600280845,1456.94249594185,1479.0256016021012,***,-14.847736908546082,-40.210100554601816,NA,temperate (cool),Invertebrate,Asteroidea,30,22,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Fusinus australis,0.004520664376207376,-10.04932961948422,0.05260631335595199,-0.07722819883152982,23.23918423683826,0.002323622857606733,0.25532290189457396,120.26653700323115,135.42637768682016,,10.970270268481126,39.52796496737284,NA,temperate (cool),Invertebrate,Gastropoda,40,13,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Goniobranchus tasmaniensis,0.0010082727317660407,-2.834427715985066,0.4730723585595591,-3.9359636621115563,9.04471559632392,0.0014042042113088689,0.237139532426802,113.45129208477485,130.49725882205902,,2.3487934540508943,7.7121580996313375,NA,temperate (cool),Invertebrate,Gastropoda,60,7,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Goniocidaris impressa,-0.037163954634170944,74.20553064093839,3.002354725017114e-96,-60.40855405712735,-54.3837537789509,0.0015693701889719332,0.4084420771103524,1162.287940939028,1181.5854356192003,***,-57.50278660456154,-93.53224661833968,NA,temperate (cool),Invertebrate,Echinoidea,630,6,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Endangered
Goniocidaris tubaria,0.002908966509993784,-6.649225948142256,0.05850166346755934,-0.22928953057682103,14.597796052488912,0.001535058832068829,0.22332748413852238,157.88580517249153,176.40325818624132,,6.927562070716253,23.904456869064667,NA,temperate (cool),Invertebrate,Echinoidea,630,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Haliotis laevigata,0.0061712031226779755,-12.72881428941368,0.019571162698044667,2.3285675879452032,29.845579092691725,0.002638575850903743,0.4938512070607441,1567.4648493479226,1586.7230209369625,*,15.268868807593838,57.57180137099972,NA,temperate (cool),Invertebrate,Gastropoda,40,23,endemic,Vulnerable,A2bd,14/01/2021,increasing,Least Concern
Haliotis rubra,-0.0168635116697967,34.33754987842526,3.8354946804181408e-31,-36.42950981102098,-27.644057271274203,0.0014341754877444332,0.5209628178187476,5231.224877374432,5254.9985884459375,***,-32.17889157975324,-71.13526155294389,NA,temperate (cool),Invertebrate,Gastropoda,40,22,endemic,Vulnerable,A2ac,14/01/2021,declining,Vulnerable
Haliotis scalaris,-0.009530285961859387,18.596760248604294,9.264035895426126e-7,-26.390157882246584,-12.409219847661547,0.0019266300015808896,0.31705054493189594,720.7950287505532,739.6468535532615,***,-19.703402948913432,-50.45146146540074,NA,temperate (warm),Invertebrate,Gastropoda,50,12,endemic,Least Concern,Not applicable,12/08/2020,declining,Near Threatened
Heliocidaris erythrogramma,-0.02093655494241118,42.40673349147159,2.603247615714615e-69,-41.404882514819285,-34.92600467420902,0.0011619101874146176,0.4521336676110075,5666.7807378806065,5691.491924613718,***,-38.250357075163905,-78.61889029571584,NA,temperate (cool),Invertebrate,Echinoidea,35,9,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Holopneustes inflatus,-0.011131150224024703,21.52965571739468,2.3647646617322057e-26,-26.10990581750478,-18.9429534588261,0.0010256452564758156,0.30389463501205777,906.8243879163198,927.7898530496091,***,-22.609349381968688,-55.96447354205846,NA,temperate (cool),Invertebrate,Echinoidea,30,7,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Holopneustes porosissimus,-0.017506573196737433,34.50231840232101,1.1024763555937457e-19,-38.6202996503172,-27.248195109104696,0.0018831725690052648,0.3344966340087685,841.6326258812514,860.9647528123962,***,-33.17572309331263,-72.47104932111748,NA,temperate (warm),Invertebrate,Echinoidea,15,7,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Holopneustes purpurascens,-0.004153834515003656,7.635143057144248,0.0032954032640299087,-14.713271299309477,-3.1628826256638396,0.0014071788231129697,0.2022403753525738,31.210770261623907,48.717678053218414,**,-9.121394389757505,-26.366186106443827,NA,temperate (warm),Invertebrate,Echinoidea,8,6,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Hypselodoris bennetti,-0.0014957224737017897,2.3659837357282694,0.5368997152758932,-13.38513355230474,7.768815735021003,0.0024209799546783956,0.3464267696465659,775.3552537166114,793.8034178559437,,-3.385396641526775,-10.435298909919933,NA,temperate (warm),Invertebrate,Gastropoda,34,6,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Lunella torquata,-0.014017789329635566,28.041014715899003,3.682685011263286e-11,-34.1504830809676,-20.367267156381352,0.002105626111641857,0.48497195675877364,3268.518287459492,3290.7979980804625,***,-27.586071859796423,-64.40157846112685,NA,temperate (warm),Invertebrate,Gastropoda,20,9.8,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Lunella undulata,0.0012693435479410166,-2.887238546588443,0.3256151808098716,-2.861820009076119,9.143256790793306,0.0012910172601619187,0.436013063941509,3314.5900886085715,3337.496703267962,,2.965903691171874,9.804210462383487,NA,temperate (cool),Invertebrate,Gastropoda,10,5,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Melo miltonis,-2.419677934135702e-4,-0.3882001825403209,0.8791754652624792,-7.442623098798933,6.843868961317836,0.0015902988119135641,0.16066172730783362,-169.88235847098557,-155.09398452496396,,-0.5556022239802731,-1.7670852359068654,NA,temperate (cool),Invertebrate,Gastropoda,100,45,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Meridiastra gunnii,-0.01113119871389133,22.04816470626791,2.4592875744696223e-9,-28.801538525336046,-15.878808268236092,0.0018478606782799914,0.36372882431931536,1169.1911039190363,1188.781923691551,***,-22.609435790163907,-55.964630874786835,NA,temperate (cool),Invertebrate,Asteroidea,15,13,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Mitra glabra,0.004122731412342056,-9.262577837898021,2.6787869962695667e-4,4.510489442713627,15.689713780437115,0.0011259101018636886,0.1883188201007171,-174.855795981568,-156.0874610115415,***,9.958122076911092,35.49629036262111,NA,temperate (warm),Invertebrate,Gastropoda,20,10.3,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Monoplex parthenopeus,0.002394868133734358,-5.724858031162682,0.026992899578716985,0.6364585928239491,10.953758208214591,0.00108131251396716,0.23244111713451263,181.6634516775317,201.64285162086398,*,5.669263712960703,19.29871898086724,NA,temperate (warm),Invertebrate,Gastropoda,30,15,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Naxia aurita,-0.003961782501062188,7.121331320731982,0.2174746681514061,-20.990753204457814,5.459674934707444,0.003199255386746167,0.19236593289179393,-11.891058539086103,0.4096367218492034,,-8.718624660372498,-25.316792813590382,NA,temperate (cool),Invertebrate,Malacostraca,108,4,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Nectocarcinus tuberculosus,-0.007615382647839417,14.423976511783668,9.955873783693572e-21,-19.076134034076265,-12.980672042563816,8.045837349363016e-4,0.24909829719132326,442.00435499056977,463.72955369119336,***,-16.083729634400555,-42.94315474836363,NA,temperate (cool),Invertebrate,Malacostraca,50,9,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Nectria macrobrachia,-0.004099947700809696,7.7269239376922085,0.030879169586999662,-16.46621645680451,-0.8851122662545572,0.0018948496342982334,0.2998199678833507,520.1723338155995,538.0863723844337,*,-9.008563161917,-26.073239854699764,NA,temperate (cool),Invertebrate,Asteroidea,180,12,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Nectria ocellata,-0.014603217912854257,28.83883343913633,3.671899728284672e-40,-31.946469935346915,-24.99590349329426,0.0010774260773381398,0.36821516984466207,2282.596115202509,2305.3315711235346,***,-28.55566126983049,-65.90450289171054,NA,temperate (cool),Invertebrate,Asteroidea,240,26,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Nectria pedicelligera,-4.6788772670114403e-4,0.1855563326969364,0.8011103065551368,-9.023784439667882,7.57574896902167,0.0018568328798384407,0.37326198432450247,962.4677679240325,981.8640330545663,,-1.0715686606226298,-3.38877413610693,NA,temperate (cool),Invertebrate,Asteroidea,240,15,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Octopus tetricus,0.0035974595939582054,-8.121689014435466,0.03239321550004532,0.7074331157799976,17.1892204456463,0.001679269089507503,0.30852229892315397,771.8951256942446,791.9758885274923,*,8.636207499711494,30.352302560129935,NA,temperate (warm),Invertebrate,Cephalopoda,30,80,endemic,Least Concern,Not applicable,8/04/2016,increasing,Least Concern
Ophidiaster confertus,0.011045735153471513,-22.172527809855833,1.5461390425974454e-4,13.16134490672995,46.96590817768315,0.0028959333762114355,0.3510470968749878,650.2242612232462,667.323309308214,***,28.96069100631142,125.6646458580944,NA,temperate (warm),Invertebrate,Asteroidea,50,30,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Paguristes frontalis,0.010443875684243742,-21.609551121046753,8.875616643604021e-10,17.86040050614938,37.24913029114546,0.0016873189787249842,0.34333822159985145,997.7533972946476,1017.4831888609376,***,27.185838304565507,115.87583076570355,NA,temperate (cool),Invertebrate,Malacostraca,8,8,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Paguristes purpureantennatus,0.006960098957622905,-14.71127410503245,0.005142009369454914,4.98730296054887,31.239691236561484,0.002472709231928685,0.29140708315284286,251.60488033845263,267.5807260476789,**,17.381860712385567,67.00257465051064,NA,temperate (warm),Invertebrate,Malacostraca,10,8,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pagurus sinuatus,0.010296218131219646,-21.204606395906712,8.44639530452831e-16,19.84960723194227,34.05646019218942,0.00124112312220028,0.16472178995971617,-195.9275517110887,-178.3867741150978,***,26.75414825929184,113.53987305031481,NA,temperate (warm),Invertebrate,Malacostraca,20,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Panulirus cygnus,-0.006996210866142842,13.922076796713272,0.08477051508126485,-29.106996078998304,2.2050614662733383,0.004052855717565522,0.5615642884443033,1293.7307392983882,1311.8249885229864,,-14.878769843976611,-40.279800165392835,NA,temperate (warm),Invertebrate,Malacostraca,180,40,endemic,Least Concern,Not applicable,3/12/2009,declining,Near Threatened
Patelloida alticostata,-0.004540389316611637,10.122609403074785,2.6040631380914444e-4,-14.784988177398537,-4.791416226172614,0.0012285939148638343,0.14909211577894296,-165.5011508092373,-150.39054151634667,***,-9.926693233234325,-28.433868538838265,NA,temperate (cool),Invertebrate,Gastropoda,3,5.6,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Penion mandarinus,-0.003206389200278751,5.467204187604956,1.2534248438159513e-4,-10.543068229311075,-3.5597744295845954,8.327759917118812e-4,0.2242113617670631,21.038183733123418,40.890943676604365,***,-7.117026970480166,-21.042107914387863,NA,temperate (cool),Invertebrate,Gastropoda,600,18,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Pentagonaster duebeni,-0.007761607738628337,14.981587657066502,2.892480224870764e-13,-20.26428891234362,-12.276697402933943,0.0010577261180850152,0.34747214621525613,2598.1833699013064,2621.77255579169,***,-16.36579699946507,-43.554600344146664,NA,temperate (cool),Invertebrate,Asteroidea,160,8,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Phasianella australis,-4.0835604152323555e-4,0.06621558398905575,0.7779616660067077,-7.201760185544343,5.753108173246382,0.0014478174678551929,0.3316211733145019,947.1401661455848,967.1048736940696,,-0.9358677755414997,-2.9640623713991485,NA,temperate (cool),Invertebrate,Gastropoda,5,10,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Phasianella ventricosa,-0.009313121097689626,17.967626647109174,4.1405316335114e-6,-26.292603235354488,-11.645941132612506,0.0020080836431947886,0.37141986943880845,886.7329583555945,905.436251242134,***,-19.30088183440059,-49.652243297180426,NA,temperate (cool),Invertebrate,Gastropoda,6,4.9,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Phasianotrochus eximius,0.004900038536325998,-10.735210508926366,9.1746754167378e-7,7.040623053009193,17.071758656204164,9.924548196285098e-4,0.24746584664648122,331.27330200385984,351.428436169414,***,11.943887678030743,43.48325923786115,NA,temperate (cool),Invertebrate,Gastropoda,8,4,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Phyllacanthus irregularis,-0.015588724882875845,31.051621802541806,1.1081385603703236e-10,-37.29392017055598,-22.211418630776457,0.0023879571527013286,0.3782610387516931,1123.4084515391887,1142.8342994775671,***,-30.15862978751195,-68.29258741943578,NA,temperate (warm),Invertebrate,Echinoidea,20,11,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Phyllacanthus parvispinus,0.007834645736406885,-15.847685308888712,0.0025887909638267884,6.536361007726699,34.64649612361296,0.002594363946534692,0.4533697228655233,1775.0032926030767,1795.1724372908357,**,19.769560905310016,78.11835007208249,NA,temperate (warm),Invertebrate,Echinoidea,80,9,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Plectaster decanus,-0.0031324936031876453,5.632376877577448,0.02139686388288918,-12.498094633954025,-1.0689501086452498,0.0013601042790038244,0.3352773743323273,1507.230897176854,1528.958464844085,*,-6.958851225079475,-20.611023182531643,NA,temperate (warm),Invertebrate,Asteroidea,200,24,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Pleuroploca australasia,-0.0037132762784686593,6.903182817009824,5.519729080512522e-4,-12.533560230633126,-3.6408356464973446,0.0010727639896486413,0.3240970400524201,1428.7033684343762,1450.325351087174,***,-8.194809269017048,-23.936700740079747,NA,temperate (cool),Invertebrate,Gastropoda,100,15,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Prionocidaris callista,-0.002087804827426473,3.390921380340098,0.6393101651765973,-22.031675404593358,16.499939913524187,0.00444925265620952,0.37489454049831034,301.52567881143034,315.8445981153752,,-4.693624921923177,-14.258664152553918,NA,temperate (warm),Invertebrate,Echinoidea,275,7,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Pseudonepanthia troughtoni,-0.005867188090664126,11.095694193702533,0.0017536368925267132,-19.70290810974943,-4.9490588481443885,0.0018688252747395106,0.3381133287531654,773.7010772480207,792.6346848153702,**,-12.636883320675118,-35.09921032141659,NA,temperate (cool),Invertebrate,Asteroidea,70,14,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Pterochelus triformis,8.078530402336286e-4,-2.5143979082579966,0.7686387005856101,-9.990573154763062,15.31055556245217,0.002744465438244994,0.2919289889709592,290.25375506867744,306.42428640340694,,1.877558939062508,6.133209417928275,NA,temperate (cool),Invertebrate,Gastropoda,30,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ranella australasia,0.005670701618267879,-12.176608797137064,4.3042090689801523e-10,9.390701412642802,18.695328116206593,9.044354532424717e-4,0.3009139279574586,1631.5314021803188,1654.7073985383347,***,13.948081146790692,51.86666355347306,NA,temperate (warm),Invertebrate,Gastropoda,200,11,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Rhinoclavis bituberculata,0.01896181264442239,-38.77807252018256,1.4006943251902286e-11,36.88701021154048,74.93391465162195,0.0027171870921485967,0.30340666570163655,274.9656143617533,290.83020131824804,***,54.745534866959325,304.3691402164729,NA,temperate (warm),Invertebrate,Gastropoda,12,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Stichopus ludwigi,-0.001913893584399463,3.004382219619167,0.3795115973075155,-13.260997189047139,5.562022713594655,0.0021758889187725476,0.26599090692696536,235.78172403854532,252.69576805291007,,-4.311209721909753,-13.152883153585677,NA,temperate (warm),Invertebrate,Holothuroidea,25,13,endemic,Data Deficient,Not applicable,18/05/2010,declining,Near Threatened
Strigopagurus strigimanus,-0.017238562418335695,33.79855734093364,6.096479674019306e-64,-35.65036524633873,-29.744122028774456,9.728897959536022e-4,0.3069313868916385,1019.7741727722198,1041.2094963655893,***,-32.76206363409002,-71.9220108025335,NA,temperate (cool),Invertebrate,Malacostraca,220,13,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Tosia australis,-0.01698943105453003,33.730489771867354,4.505954301787466e-54,-35.54562614070408,-29.048924161716506,0.0010639632056519595,0.35092105299372334,2143.484145905995,2166.07910506182,***,-32.37524737346579,-71.40183245040792,NA,temperate (cool),Invertebrate,Asteroidea,40,10,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Tosia magnifica,-0.007059902751527041,13.405371875154058,2.631120556338936e-9,-19.378237950951597,-10.39140680058994,0.0011708728789667571,0.24574875766285553,222.57876773414836,241.1173011655951,***,-15.0035137286675,-40.5594099420364,NA,temperate (cool),Invertebrate,Asteroidea,200,9,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Turbo imperialis,-0.027974696042862044,55.80677917640693,1.2057838011055214e-6,-59.21687269768289,-32.3877242278557,0.005600741414759949,0.35767269341737434,284.40513526936206,298.3938081705349,***,-47.488667413455524,-87.27054744747838,NA,temperate (warm),Invertebrate,Gastropoda,15,7.5,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Turbo jourdani,-0.007783704830227494,14.808859730974566,1.407961005820833e-4,-23.722122252302917,-8.393286608488221,0.002028830666811039,0.24619626827820906,153.7760117456959,170.82197848298009,***,-16.40833962083271,-43.64642849306616,NA,temperate (warm),Invertebrate,Gastropoda,40,20,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Turbo kenwilliamsi,-0.003052004431052301,5.78574233866849,0.4062252002917446,-21.022275667622875,10.015859383394245,0.003672278697808161,0.509394508503626,1079.5555918346977,1097.500234990474,,-6.786255227186366,-20.13879511603049,NA,temperate (warm),Invertebrate,Gastropoda,40,8,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
