"site_code","survey_year","species_name","cover","latitude","longitude","sqrt_cover","transect_id","n_sites_byspp","n_obs_byspp","n_site_species"
"MIR-S14",2018,"Acrocarpia paniculata",0,-43,148,0,"MIR-S14_2018",14,662,14
"MIR-S14",2018,"Ecklonia radiata",24.6666666666667,-43,148,4.96655480858378,"MIR-S14_2018",14,1137,14
"MIR-S14",2018,"Phyllospora comosa",67.8666666666667,-43,148,8.2381227635103,"MIR-S14_2018",14,659,14
"MIR-S14",2018,"Sargassum vestitum",10.6666666666667,-43,148,3.2659863237109,"MIR-S14_2018",14,434,14
"MIR-S14",2018,"Halopteris paniculata",16,-43,148,4,"MIR-S14_2018",14,618,14
"MIR-S14",2018,"Phyllotricha varians",12,-43,148,3.46410161513775,"MIR-S14_2018",14,286,14
"MIR-S14",2018,"Caulerpa scalpelliformis",0,-43,148,0,"MIR-S14_2018",14,421,14
"MIR-S14",2018,"Cystophora monilifera",0,-43,148,0,"MIR-S14_2018",14,398,14
"MIR-S14",2018,"Cystophora retroflexa",19.2,-43,148,4.38178046004133,"MIR-S14_2018",14,374,14
"MIR-S14",2018,"Haliptilon roseum",0,-43,148,0,"MIR-S14_2018",14,942,14
"MIR-S14",2018,"Sargassum sonderi",0,-43,148,0,"MIR-S14_2018",14,227,14
"MIR-S14",2018,"Carpoglossum confluens",2,-43,148,1.4142135623731,"MIR-S14_2018",14,533,14
"MIR-S14",2018,"Sargassum fallax",0,-43,148,0,"MIR-S14_2018",14,692,14
"MIR-S14",2018,"Carpomitra costata",0,-43,148,0,"MIR-S14_2018",14,434,14
"MIR-S14",2018,"Cystophora moniliformis",0,-43,148,0,"MIR-S14_2018",14,519,14
"MIR-S14",2018,"Lobophora variegata",0,-43,148,0,"MIR-S14_2018",14,739,14
"MIR-S14",2018,"Caulerpa brownii",0,-43,148,0,"MIR-S14_2018",14,507,14
"MIR-S5",2018,"Ecklonia radiata",34.3333333333333,-43,148,5.85946527708232,"MIR-S5_2018",14,1137,14
"MIR-S5",2018,"Haliptilon roseum",3.33333333333333,-43,148,1.82574185835055,"MIR-S5_2018",14,942,14
"MIR-S5",2018,"Caulerpa brownii",0,-43,148,0,"MIR-S5_2018",14,507,14
"MIR-S5",2018,"Cystophora retroflexa",0,-43,148,0,"MIR-S5_2018",14,374,14
"MIR-S5",2018,"Sargassum fallax",4,-43,148,2,"MIR-S5_2018",14,692,14
"MIR-S5",2018,"Acrocarpia paniculata",0,-43,148,0,"MIR-S5_2018",14,662,14
"MIR-S5",2018,"Carpoglossum confluens",12.8,-43,148,3.57770876399966,"MIR-S5_2018",14,533,14
"MIR-S5",2018,"Dictyomenia harveyana",0,-43,148,0,"MIR-S5_2018",14,195,14
"MIR-S5",2018,"Phyllospora comosa",22,-43,148,4.69041575982343,"MIR-S5_2018",14,659,14
"MIR-S5",2018,"Plocamium angustum",10.6666666666667,-43,148,3.2659863237109,"MIR-S5_2018",14,789,14
"MIR-S5",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S5_2018",14,473,14
"MIR-S5",2018,"Caulerpa scalpelliformis",0,-43,148,0,"MIR-S5_2018",14,421,14
"MIR-S5",2018,"Caulerpa trifaria",0,-43,148,0,"MIR-S5_2018",14,308,14
"MIR-S5",2018,"Phyllotricha varians",4,-43,148,2,"MIR-S5_2018",14,286,14
"MIR-S5",2018,"Echinothamnion hystrix",0,-43,148,0,"MIR-S5_2018",14,492,14
"MIR-S5",2018,"Sargassum vestitum",0,-43,148,0,"MIR-S5_2018",14,434,14
"MIR-S5",2018,"Cystophora moniliformis",0,-43,148,0,"MIR-S5_2018",14,519,14
"MIR-S5",2018,"Dictyopteris muelleri",0,-43,148,0,"MIR-S5_2018",14,555,14
"MIR-S5",2018,"Caulocystis cephalornithos",0,-43,148,0,"MIR-S5_2018",14,201,14
"MIR-S5",2018,"Lobophora variegata",0,-43,148,0,"MIR-S5_2018",14,739,14
"MIR-S5",2018,"Cystophora retorta",0,-43,148,0,"MIR-S5_2018",14,262,14
"MIR-S5",2018,"Chaetomorpha coliformis",2,-43,148,1.4142135623731,"MIR-S5_2018",14,268,14
"MIR-S5",2018,"Hypnea ramentacea",0,-43,148,0,"MIR-S5_2018",14,428,14
"MIR-S5",2018,"Caulerpa flexilis",0,-43,148,0,"MIR-S5_2018",14,469,14
"MIR-S5",2018,"Chaetomorpha billardierii",0,-43,148,0,"MIR-S5_2018",14,155,14
"MIR-S5",2018,"Ulva rigida",0,-43,148,0,"MIR-S5_2018",14,246,14
"MIR-S9",2018,"Phyllospora comosa",55,-43,148,7.41619848709566,"MIR-S9_2018",14,659,14
"MIR-S9",2018,"Ecklonia radiata",7.6,-43,148,2.75680975041804,"MIR-S9_2018",14,1137,14
"MIR-S9",2018,"Plocamium angustum",2,-43,148,1.4142135623731,"MIR-S9_2018",14,789,14
"MIR-S9",2018,"Sargassum vestitum",0,-43,148,0,"MIR-S9_2018",14,434,14
"MIR-S9",2018,"Acrocarpia paniculata",0,-43,148,0,"MIR-S9_2018",14,662,14
"MIR-S9",2018,"Dictyopteris muelleri",0,-43,148,0,"MIR-S9_2018",14,555,14
"MIR-S12",2018,"Caulerpa scalpelliformis",0,-43,148,0,"MIR-S12_2018",14,421,14
"MIR-S12",2018,"Caulerpa trifaria",8,-43,148,2.82842712474619,"MIR-S12_2018",14,308,14
"MIR-S12",2018,"Caulocystis cephalornithos",10,-43,148,3.16227766016838,"MIR-S12_2018",14,201,14
"MIR-S12",2018,"Cystophora moniliformis",40,-43,148,6.32455532033676,"MIR-S12_2018",14,519,14
"MIR-S12",2018,"Dictyomenia harveyana",0,-43,148,0,"MIR-S12_2018",14,195,14
"MIR-S12",2018,"Echinothamnion hystrix",6,-43,148,2.44948974278318,"MIR-S12_2018",14,492,14
"MIR-S12",2018,"Haliptilon roseum",2,-43,148,1.4142135623731,"MIR-S12_2018",14,942,14
"MIR-S12",2018,"Phyllotricha varians",8,-43,148,2.82842712474619,"MIR-S12_2018",14,286,14
"MIR-S12",2018,"Zonaria spiralis",4,-43,148,2,"MIR-S12_2018",14,224,14
"MIR-S12",2018,"Caulerpa longifolia",0,-43,148,0,"MIR-S12_2018",14,300,14
"MIR-S12",2018,"Cystophora retroflexa",32.3333333333333,-43,148,5.68624070307733,"MIR-S12_2018",14,374,14
"MIR-S12",2018,"Sargassum sonderi",15.6,-43,148,3.9496835316263,"MIR-S12_2018",14,227,14
"MIR-S12",2018,"Acrocarpia paniculata",24,-43,148,4.89897948556636,"MIR-S12_2018",14,662,14
"MIR-S12",2018,"Carpoglossum confluens",11,-43,148,3.3166247903554,"MIR-S12_2018",14,533,14
"MIR-S12",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S12_2018",14,473,14
"MIR-S12",2018,"Seirococcus axillaris",31.1428571428571,-43,148,5.5805785670356,"MIR-S12_2018",14,283,14
"MIR-S12",2018,"Sargassum fallax",0,-43,148,0,"MIR-S12_2018",14,692,14
"MIR-S12",2018,"Ecklonia radiata",34.6666666666667,-43,148,5.8878405775519,"MIR-S12_2018",14,1137,14
"MIR-S12",2018,"Asparagopsis armata",12,-43,148,3.46410161513775,"MIR-S12_2018",14,456,14
"MIR-S12",2018,"Sargassum vestitum",0,-43,148,0,"MIR-S12_2018",14,434,14
"MIR-S12",2018,"Hypnea ramentacea",0,-43,148,0,"MIR-S12_2018",14,428,14
"MIR-S12",2018,"Phyllospora comosa",0,-43,148,0,"MIR-S12_2018",14,659,14
"MIR-S12",2018,"Plocamium angustum",0,-43,148,0,"MIR-S12_2018",14,789,14
"MIR-S12",2018,"Dictyomenia tridens",0,-43,148,0,"MIR-S12_2018",14,203,14
"MIR-S12",2018,"Dictyopteris muelleri",4,-43,148,2,"MIR-S12_2018",14,555,14
"MIR-S12",2018,"Lobophora variegata",0,-43,148,0,"MIR-S12_2018",14,739,14
"MIR-S12",2018,"Halopteris paniculata",5,-43,148,2.23606797749979,"MIR-S12_2018",14,618,14
"MIR-S12",2018,"Caulerpa flexilis",22,-43,148,4.69041575982343,"MIR-S12_2018",14,469,14
"MIR-S12",2018,"Ballia callitricha",4,-43,148,2,"MIR-S12_2018",14,655,14
"MIR-S13",2018,"Ecklonia radiata",38.6666666666667,-43,148,6.21825270205921,"MIR-S13_2018",14,1137,14
"MIR-S13",2018,"Sargassum sonderi",6,-43,148,2.44948974278318,"MIR-S13_2018",14,227,14
"MIR-S13",2018,"Asparagopsis armata",8,-43,148,2.82842712474619,"MIR-S13_2018",14,456,14
"MIR-S13",2018,"Haliptilon roseum",4,-43,148,2,"MIR-S13_2018",14,942,14
"MIR-S13",2018,"Acrocarpia paniculata",6,-43,148,2.44948974278318,"MIR-S13_2018",14,662,14
"MIR-S13",2018,"Caulerpa geminata",6,-43,148,2.44948974278318,"MIR-S13_2018",14,468,14
"MIR-S13",2018,"Cystophora retroflexa",0,-43,148,0,"MIR-S13_2018",14,374,14
"MIR-S13",2018,"Sargassum fallax",6.28571428571429,-43,148,2.50713268211203,"MIR-S13_2018",14,692,14
"MIR-S13",2018,"Carpoglossum confluens",5.5,-43,148,2.34520787991171,"MIR-S13_2018",14,533,14
"MIR-S13",2018,"Plocamium angustum",10,-43,148,3.16227766016838,"MIR-S13_2018",14,789,14
"MIR-S13",2018,"Colpomenia sinuosa",7.33333333333333,-43,148,2.70801280154532,"MIR-S13_2018",14,410,14
"MIR-S13",2018,"Chaetomorpha billardierii",0,-43,148,0,"MIR-S13_2018",14,155,14
"MIR-S13",2018,"Lobophora variegata",2,-43,148,1.4142135623731,"MIR-S13_2018",14,739,14
"MIR-S13",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S13_2018",14,473,14
"MIR-S13",2018,"Dictyopteris muelleri",0,-43,148,0,"MIR-S13_2018",14,555,14
"MIR-S13",2018,"Cystophora moniliformis",4,-43,148,2,"MIR-S13_2018",14,519,14
"MIR-S13",2018,"Dictyomenia tridens",4,-43,148,2,"MIR-S13_2018",14,203,14
"MIR-S13",2018,"Ulva rigida",0,-43,148,0,"MIR-S13_2018",14,246,14
"MIR-S7",2018,"Cystophora retroflexa",38.5,-43,148,6.20483682299543,"MIR-S7_2018",14,374,14
"MIR-S7",2018,"Haliptilon roseum",7,-43,148,2.64575131106459,"MIR-S7_2018",14,942,14
"MIR-S7",2018,"Lobophora variegata",7.5,-43,148,2.73861278752583,"MIR-S7_2018",14,739,14
"MIR-S7",2018,"Plocamium angustum",12.1428571428571,-43,148,3.48466026218585,"MIR-S7_2018",14,789,14
"MIR-S7",2018,"Phyllospora comosa",39.5384615384615,-43,148,6.28796163621102,"MIR-S7_2018",14,659,14
"MIR-S7",2018,"Caulerpa trifaria",7,-43,148,2.64575131106459,"MIR-S7_2018",14,308,14
"MIR-S7",2018,"Carpoglossum confluens",0,-43,148,0,"MIR-S7_2018",14,533,14
"MIR-S7",2018,"Ecklonia radiata",39.7142857142857,-43,148,6.30192714288937,"MIR-S7_2018",14,1137,14
"MIR-S7",2018,"Ballia callitricha",8,-43,148,2.82842712474619,"MIR-S7_2018",14,655,14
"MIR-S7",2018,"Plocamium dilatatum",0,-43,148,0,"MIR-S7_2018",14,564,14
"MIR-S7",2018,"Metamastophora flabellata",0,-43,148,0,"MIR-S7_2018",14,317,14
"MIR-S7",2018,"Carpomitra costata",0,-43,148,0,"MIR-S7_2018",14,434,14
"MIR-S7",2018,"Delisea pulchra",0,-43,148,0,"MIR-S7_2018",14,525,14
"MIR-S7",2018,"Thamnoclonium dichotomum",0,-43,148,0,"MIR-S7_2018",14,332,14
"MIR-S7",2018,"Phacelocarpus peperocarpos",0,-43,148,0,"MIR-S7_2018",14,739,14
"MIR-S7",2018,"Sargassum fallax",11,-43,148,3.3166247903554,"MIR-S7_2018",14,692,14
"MIR-S7",2018,"Caulerpa geminata",4.66666666666667,-43,148,2.16024689946929,"MIR-S7_2018",14,468,14
"MIR-S7",2018,"Acrocarpia paniculata",9,-43,148,3,"MIR-S7_2018",14,662,14
"MIR-S7",2018,"Lenormandia marginata",6,-43,148,2.44948974278318,"MIR-S7_2018",14,454,14
"MIR-S7",2018,"Echinothamnion hystrix",0,-43,148,0,"MIR-S7_2018",14,492,14
"MIR-S7",2018,"Halopteris paniculata",0,-43,148,0,"MIR-S7_2018",14,618,14
"MIR-S7",2018,"Caulerpa flexilis",4,-43,148,2,"MIR-S7_2018",14,469,14
"MIR-S7",2018,"Mastophoropsis canaliculata",2,-43,148,1.4142135623731,"MIR-S7_2018",14,127,14
"MIR-S7",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S7_2018",14,473,14
"MIR-S3",2018,"Caulerpa brownii",0,-43,148,0,"MIR-S3_2018",14,507,14
"MIR-S3",2018,"Ecklonia radiata",44,-43,148,6.6332495807108,"MIR-S3_2018",14,1137,14
"MIR-S3",2018,"Plocamium angustum",4,-43,148,2,"MIR-S3_2018",14,789,14
"MIR-S3",2018,"Phyllotricha varians",13,-43,148,3.60555127546399,"MIR-S3_2018",14,286,14
"MIR-S3",2018,"Seirococcus axillaris",60,-43,148,7.74596669241483,"MIR-S3_2018",14,283,14
"MIR-S3",2018,"Cystophora moniliformis",12,-43,148,3.46410161513775,"MIR-S3_2018",14,519,14
"MIR-S3",2018,"Sargassopsis heteromorphum",0,-43,148,0,"MIR-S3_2018",14,213,14
"MIR-S3",2018,"Sargassum sonderi",18,-43,148,4.24264068711928,"MIR-S3_2018",14,227,14
"MIR-S3",2018,"Caulerpa longifolia",0,-43,148,0,"MIR-S3_2018",14,300,14
"MIR-S3",2018,"Caulerpa scalpelliformis",0,-43,148,0,"MIR-S3_2018",14,421,14
"MIR-S3",2018,"Cystophora retroflexa",0,-43,148,0,"MIR-S3_2018",14,374,14
"MIR-S3",2018,"Caulerpa flexilis",8.6,-43,148,2.93257565972304,"MIR-S3_2018",14,469,14
"MIR-S3",2018,"Caulerpa simpliciuscula",0,-43,148,0,"MIR-S3_2018",14,292,14
"MIR-S3",2018,"Dictyopteris muelleri",6.25,-43,148,2.5,"MIR-S3_2018",14,555,14
"MIR-S3",2018,"Echinothamnion hystrix",0,-43,148,0,"MIR-S3_2018",14,492,14
"MIR-S3",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S3_2018",14,473,14
"MIR-S3",2018,"Caulocystis cephalornithos",0,-43,148,0,"MIR-S3_2018",14,201,14
"MIR-S3",2018,"Haliptilon roseum",6,-43,148,2.44948974278318,"MIR-S3_2018",14,942,14
"MIR-S3",2018,"Dictyomenia harveyana",0,-43,148,0,"MIR-S3_2018",14,195,14
"MIR-S3",2018,"Halopteris paniculata",4,-43,148,2,"MIR-S3_2018",14,618,14
"MIR-S3",2018,"Zonaria spiralis",12,-43,148,3.46410161513775,"MIR-S3_2018",14,224,14
"MIR-S3",2018,"Caulerpa geminata",0,-43,148,0,"MIR-S3_2018",14,468,14
"MIR-S3",2018,"Caulerpa trifaria",15.5714285714286,-43,148,3.94606494769518,"MIR-S3_2018",14,308,14
"MIR-S3",2018,"Champia viridis",0,-43,148,0,"MIR-S3_2018",14,325,14
"MIR-S3",2018,"Thamnoclonium dichotomum",4,-43,148,2,"MIR-S3_2018",14,332,14
"MIR-S3",2018,"Colpomenia sinuosa",2.33333333333333,-43,148,1.52752523165195,"MIR-S3_2018",14,410,14
"MIR-S3",2018,"Carpoglossum confluens",4,-43,148,2,"MIR-S3_2018",14,533,14
"MIR-S3",2018,"Pachydictyon paniculatum",0,-43,148,0,"MIR-S3_2018",14,370,14
"MIR-S3",2018,"Asparagopsis armata",0,-43,148,0,"MIR-S3_2018",14,456,14
"MIR-S3",2018,"Sargassum fallax",0,-43,148,0,"MIR-S3_2018",14,692,14
"MIR-S3",2018,"Cystophora retorta",0,-43,148,0,"MIR-S3_2018",14,262,14
"MIR-S3",2018,"Lobophora variegata",0,-43,148,0,"MIR-S3_2018",14,739,14
"MIR-S3",2018,"Dictyomenia tridens",0,-43,148,0,"MIR-S3_2018",14,203,14
"MIR-S3",2018,"Pollexfenia lobata",0,-43,148,0,"MIR-S3_2018",14,306,14
"MIR-S2",2018,"Ballia callitricha",0,-43,148,0,"MIR-S2_2018",14,655,14
"MIR-S2",2018,"Cystophora retroflexa",0,-43,148,0,"MIR-S2_2018",14,374,14
"MIR-S2",2018,"Seirococcus axillaris",36,-43,148,6,"MIR-S2_2018",14,283,14
"MIR-S2",2018,"Asparagopsis armata",0,-43,148,0,"MIR-S2_2018",14,456,14
"MIR-S2",2018,"Ecklonia radiata",23.3846153846154,-43,148,4.83576419861591,"MIR-S2_2018",14,1137,14
"MIR-S2",2018,"Sargassum fallax",6,-43,148,2.44948974278318,"MIR-S2_2018",14,692,14
"MIR-S2",2018,"Sargassum sonderi",0,-43,148,0,"MIR-S2_2018",14,227,14
"MIR-S2",2018,"Caulerpa flexilis",0,-43,148,0,"MIR-S2_2018",14,469,14
"MIR-S2",2018,"Caulerpa scalpelliformis",0,-43,148,0,"MIR-S2_2018",14,421,14
"MIR-S2",2018,"Caulerpa trifaria",18.2222222222222,-43,148,4.2687494916219,"MIR-S2_2018",14,308,14
"MIR-S2",2018,"Plocamium angustum",5,-43,148,2.23606797749979,"MIR-S2_2018",14,789,14
"MIR-S2",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S2_2018",14,473,14
"MIR-S2",2018,"Halopteris paniculata",0,-43,148,0,"MIR-S2_2018",14,618,14
"MIR-S2",2018,"Phyllospora comosa",0,-43,148,0,"MIR-S2_2018",14,659,14
"MIR-S2",2018,"Thamnoclonium dichotomum",4,-43,148,2,"MIR-S2_2018",14,332,14
"MIR-S2",2018,"Stenogramme interrupta",0,-43,148,0,"MIR-S2_2018",14,373,14
"MIR-S2",2018,"Caulerpa longifolia",0,-43,148,0,"MIR-S2_2018",14,300,14
"MIR-S2",2018,"Acrocarpia paniculata",0,-43,148,0,"MIR-S2_2018",14,662,14
"MIR-S2",2018,"Haliptilon roseum",0,-43,148,0,"MIR-S2_2018",14,942,14
"MIR-S2",2018,"Lenormandia marginata",4,-43,148,2,"MIR-S2_2018",14,454,14
"MIR-S2",2018,"Caulerpa geminata",3,-43,148,1.73205080756888,"MIR-S2_2018",14,468,14
"MIR-S2",2018,"Dictyomenia harveyana",0,-43,148,0,"MIR-S2_2018",14,195,14
"MIR-S2",2018,"Dictyopteris muelleri",38,-43,148,6.16441400296898,"MIR-S2_2018",14,555,14
"MIR-S2",2018,"Cystophora retorta",0,-43,148,0,"MIR-S2_2018",14,262,14
"MIR-S2",2018,"Caulerpa brownii",0,-43,148,0,"MIR-S2_2018",14,507,14
"MIR-S2",2018,"Colpomenia sinuosa",0,-43,148,0,"MIR-S2_2018",14,410,14
"MIR-S2",2018,"Caulerpa simpliciuscula",0,-43,148,0,"MIR-S2_2018",14,292,14
"MIR-S2",2018,"Echinothamnion hystrix",0,-43,148,0,"MIR-S2_2018",14,492,14
"MIR-S2",2018,"Chaetomorpha billardierii",0,-43,148,0,"MIR-S2_2018",14,155,14
"MIR-S2",2018,"Phyllotricha varians",0,-43,148,0,"MIR-S2_2018",14,286,14
"MIR-S2",2018,"Carpoglossum confluens",22,-43,148,4.69041575982343,"MIR-S2_2018",14,533,14
"MIR-S2",2018,"Hypnea ramentacea",0,-43,148,0,"MIR-S2_2018",14,428,14
"MIR-S2",2018,"Lobophora variegata",0,-43,148,0,"MIR-S2_2018",14,739,14
"MIR-S2",2018,"Dictyomenia tridens",0,-43,148,0,"MIR-S2_2018",14,203,14
"MIR-S1",2018,"Carpoglossum confluens",12,-43,148,3.46410161513775,"MIR-S1_2018",14,533,14
"MIR-S1",2018,"Cystophora retroflexa",60.5,-43,148,7.77817459305202,"MIR-S1_2018",14,374,14
"MIR-S1",2018,"Ecklonia radiata",47.8666666666667,-43,148,6.91857403419712,"MIR-S1_2018",14,1137,14
"MIR-S1",2018,"Plocamium angustum",7.33333333333333,-43,148,2.70801280154532,"MIR-S1_2018",14,789,14
"MIR-S1",2018,"Delisea pulchra",0,-43,148,0,"MIR-S1_2018",14,525,14
"MIR-S1",2018,"Phyllospora comosa",62.6666666666667,-43,148,7.91622805802528,"MIR-S1_2018",14,659,14
"MIR-S1",2018,"Haliptilon roseum",2,-43,148,1.4142135623731,"MIR-S1_2018",14,942,14
"MIR-S1",2018,"Acrocarpia paniculata",0,-43,148,0,"MIR-S1_2018",14,662,14
"MIR-S1",2018,"Caulerpa flexilis",0,-43,148,0,"MIR-S1_2018",14,469,14
"MIR-S1",2018,"Caulerpa geminata",0,-43,148,0,"MIR-S1_2018",14,468,14
"MIR-S1",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S1_2018",14,473,14
"MIR-S1",2018,"Sargassum sonderi",0,-43,148,0,"MIR-S1_2018",14,227,14
"MIR-S1",2018,"Ballia callitricha",4,-43,148,2,"MIR-S1_2018",14,655,14
"MIR-S1",2018,"Caulerpa brownii",2,-43,148,1.4142135623731,"MIR-S1_2018",14,507,14
"MIR-S1",2018,"Sargassum fallax",14,-43,148,3.74165738677394,"MIR-S1_2018",14,692,14
"MIR-S1",2018,"Caulerpa trifaria",4.5,-43,148,2.12132034355964,"MIR-S1_2018",14,308,14
"MIR-S1",2018,"Dictyopteris muelleri",0,-43,148,0,"MIR-S1_2018",14,555,14
"MIR-S1",2018,"Lenormandia marginata",0,-43,148,0,"MIR-S1_2018",14,454,14
"MIR-S1",2018,"Lobophora variegata",0,-43,148,0,"MIR-S1_2018",14,739,14
"MIR-S1",2018,"Carpomitra costata",0,-43,148,0,"MIR-S1_2018",14,434,14
"MIR-S1",2018,"Plocamium dilatatum",0,-43,148,0,"MIR-S1_2018",14,564,14
"MIR-S1",2018,"Caulerpa scalpelliformis",0,-43,148,0,"MIR-S1_2018",14,421,14
"MIR-S1",2018,"Thamnoclonium dichotomum",0,-43,148,0,"MIR-S1_2018",14,332,14
"MIR-S1",2018,"Codium australicum",0,-43,148,0,"MIR-S1_2018",14,155,14
"MIR-S10",2018,"Ballia callitricha",5.33333333333333,-43,148,2.3094010767585,"MIR-S10_2018",14,655,14
"MIR-S10",2018,"Ecklonia radiata",31.1578947368421,-43,148,5.58192571939489,"MIR-S10_2018",14,1137,14
"MIR-S10",2018,"Phyllospora comosa",41.5789473684211,-43,148,6.44817395612285,"MIR-S10_2018",14,659,14
"MIR-S10",2018,"Plocamium angustum",9.66666666666667,-43,148,3.1091263510296,"MIR-S10_2018",14,789,14
"MIR-S10",2018,"Thamnoclonium dichotomum",4,-43,148,2,"MIR-S10_2018",14,332,14
"MIR-S10",2018,"Halopteris paniculata",8,-43,148,2.82842712474619,"MIR-S10_2018",14,618,14
"MIR-S10",2018,"Haliptilon roseum",2,-43,148,1.4142135623731,"MIR-S10_2018",14,942,14
"MIR-S10",2018,"Lobophora variegata",5,-43,148,2.23606797749979,"MIR-S10_2018",14,739,14
"MIR-S10",2018,"Sargassum vestitum",0,-43,148,0,"MIR-S10_2018",14,434,14
"MIR-S10",2018,"Acrocarpia paniculata",0,-43,148,0,"MIR-S10_2018",14,662,14
"MIR-S10",2018,"Delisea pulchra",0,-43,148,0,"MIR-S10_2018",14,525,14
"MIR-S10",2018,"Cystophora retroflexa",0,-43,148,0,"MIR-S10_2018",14,374,14
"MIR-S10",2018,"Phacelocarpus peperocarpos",0,-43,148,0,"MIR-S10_2018",14,739,14
"MIR-S10",2018,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S10_2018",14,473,14
"MIR-S10",2018,"Sargassum fallax",6,-43,148,2.44948974278318,"MIR-S10_2018",14,692,14
"MIR-S10",2018,"Carpomitra costata",4,-43,148,2,"MIR-S10_2018",14,434,14
"MIR-S10",2018,"Plocamium dilatatum",4.8,-43,148,2.19089023002066,"MIR-S10_2018",14,564,14
"MIR-S10",2018,"Caulerpa brownii",0,-43,148,0,"MIR-S10_2018",14,507,14
"MIR-S10",2018,"Caulerpa flexilis",0,-43,148,0,"MIR-S10_2018",14,469,14
"MIR-S10",2018,"Carpoglossum confluens",6,-43,148,2.44948974278318,"MIR-S10_2018",14,533,14
"MIR-S10",2018,"Lenormandia marginata",0,-43,148,0,"MIR-S10_2018",14,454,14
"MIR-S10",2018,"Caulerpa geminata",0,-43,148,0,"MIR-S10_2018",14,468,14
"MIR-S10",2018,"Caulerpa trifaria",0,-43,148,0,"MIR-S10_2018",14,308,14
"MIR-S10",2018,"Cheilosporum sagittatum",0,-43,148,0,"MIR-S10_2018",14,197,14
"MIR-S11",2018,"Cystophora retroflexa",0,-43,148,0,"MIR-S11_2018",14,374,14
"MIR-S11",2018,"Delisea pulchra",8,-43,148,2.82842712474619,"MIR-S11_2018",14,525,14
"MIR-S11",2018,"Ecklonia radiata",30.9230769230769,-43,148,5.56085217597779,"MIR-S11_2018",14,1137,14
"MIR-S11",2018,"Sargassum fallax",4,-43,148,2,"MIR-S11_2018",14,692,14
"MIR-S11",2018,"Colpomenia sinuosa",4,-43,148,2,"MIR-S11_2018",14,410,14
"MIR-S11",2018,"Haliptilon roseum",5.6,-43,148,2.36643191323985,"MIR-S11_2018",14,942,14
"MIR-S11",2018,"Halopteris paniculata",7.2,-43,148,2.68328157299975,"MIR-S11_2018",14,618,14
"MIR-S11",2018,"Lobophora variegata",4,-43,148,2,"MIR-S11_2018",14,739,14
"MIR-S11",2018,"Phacelocarpus peperocarpos",8,-43,148,2.82842712474619,"MIR-S11_2018",14,739,14
"MIR-S11",2018,"Plocamium angustum",4.90909090909091,-43,148,2.21564683762799,"MIR-S11_2018",14,789,14
"MIR-S11",2018,"Cheilosporum sagittatum",4,-43,148,2,"MIR-S11_2018",14,197,14
"MIR-S11",2018,"Ballia callitricha",3,-43,148,1.73205080756888,"MIR-S11_2018",14,655,14
"MIR-S11",2018,"Caulerpa flexilis",0,-43,148,0,"MIR-S11_2018",14,469,14
"MIR-S11",2018,"Phyllospora comosa",45.6363636363636,-43,148,6.7554691647852,"MIR-S11_2018",14,659,14
"MIR-S11",2018,"Thamnoclonium dichotomum",14,-43,148,3.74165738677394,"MIR-S11_2018",14,332,14
"MIR-S11",2018,"Plocamium dilatatum",7,-43,148,2.64575131106459,"MIR-S11_2018",14,564,14
"MIR-S11",2018,"Carpoglossum confluens",21,-43,148,4.58257569495584,"MIR-S11_2018",14,533,14
"MIR-S11",2018,"Lenormandia marginata",0,-43,148,0,"MIR-S11_2018",14,454,14
"MIR-S11",2018,"Sargassum vestitum",6,-43,148,2.44948974278318,"MIR-S11_2018",14,434,14
"MIR-S11",2018,"Carpomitra costata",5,-43,148,2.23606797749979,"MIR-S11_2018",14,434,14
"MIR-S11",2018,"Dictyopteris muelleri",2,-43,148,1.4142135623731,"MIR-S11_2018",14,555,14
"MIR-S11",2018,"Acrocarpia paniculata",16,-43,148,4,"MIR-S11_2018",14,662,14
"MIR-S11",2018,"Caulerpa brownii",43,-43,148,6.557438524302,"MIR-S11_2018",14,507,14
"MIR-S8",2018,"Caulerpa flexilis",3,-43,148,1.73205080756888,"MIR-S8_2018",14,469,14
"MIR-S8",2018,"Echinothamnion hystrix",0,-43,148,0,"MIR-S8_2018",14,492,14
"MIR-S8",2018,"Ecklonia radiata",28.5333333333333,-43,148,5.3416601664027,"MIR-S8_2018",14,1137,14
"MIR-S8",2018,"Haliptilon roseum",7.11111111111111,-43,148,2.66666666666667,"MIR-S8_2018",14,942,14
"MIR-S8",2018,"Lobophora variegata",20,-43,148,4.47213595499958,"MIR-S8_2018",14,739,14
"MIR-S8",2018,"Pollexfenia lobata",0,-43,148,0,"MIR-S8_2018",14,306,14
"MIR-S8",2018,"Sargassum sonderi",4,-43,148,2,"MIR-S8_2018",14,227,14
"MIR-S8",2018,"Carpoglossum confluens",9.66666666666667,-43,148,3.1091263510296,"MIR-S8_2018",14,533,14
