species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,thirtyyear_change,fourteenyear_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,new
Jasus edwardsii,0.004749235577534968,-9.871258120096767,9.945873732340198e-4,4.53459727465932,19.0487010420371,0.0014404502104552828,0.47333164855845467,3276.3840355807415,3298.9078219043035,***,11.555851569967485,41.89775959100503,NA,temperate (cool),Invertebrate,Malacostraca,200,46,non-endemic,Least Concern,Not applicable,3/12/2009,increasing,Least Concern
Linckia guildingi,0.00808590264032994,-17.11406269099529,0.033916299226405336,1.5449256826651043,42.90908109511024,0.0037858246836622866,0.2853159436541702,148.7626810019776,162.39136808781808,*,20.464484472316784,81.44662081296113,NA,temperate (warm),Invertebrate,Asteroidea,29,31,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Linckia laevigata,-0.009093392778954408,17.852018338719287,0.11328674877020754,-37.305118453258196,4.930093111962934,0.005705920461543364,0.292293197323477,145.9527048628752,158.27832232281307,,-18.891555566987332,-48.830469629495305,NA,tropical,Invertebrate,Asteroidea,60,22,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Mariaglaja inornata,0.0017267570867932887,-4.2365653840795074,0.5670204765817979,-9.160202640497758,19.195259915093242,0.003009821332691244,0.20148475836981342,19.00141860199748,31.56807282800812,,4.056106293192965,13.568065142249969,NA,tropical,Invertebrate,Gastropoda,10,3,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Nardoa variolata,-0.015733096821447183,31.70279464890658,0.03552447354722514,-50.18819054949183,-2.7239907205995264,0.0074152747115480795,0.3521950220503164,215.5132418722556,228.12640825024673,*,-30.390417051016605,-68.62809424161657,NA,tropical,Invertebrate,Asteroidea,14.4,44,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Nectocarcinus integrifrons,0.003600368855434956,-8.168479904598255,0.004977179170598649,2.5632913003174185,15.084127106305825,0.0012761326052809106,0.20355188872706748,-30.02396664859259,-13.008651402290699,**,8.643485089750337,30.38024817562545,NA,temperate (cool),Invertebrate,Malacostraca,20,8,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Octopus cyanea,0.006015940777323709,-13.103260681986301,0.0762744706016,-1.341397511138565,33.716147679152826,0.00336865620790222,0.19505455084250148,-15.474882045314757,-3.2245019132068897,,14.857512859278721,55.77942801282967,NA,tropical,Invertebrate,Cephalopoda,60,80,non-endemic,Least Concern,Not applicable,8/04/2014,increasing,Least Concern
Panulirus longipes,0.00982561190337373,-20.5732998568956,0.026276319839148115,2.848749420027757,52.86681699907886,0.0043907492389540625,0.3642066943867544,250.67434639323233,264.51268844980893,*,25.388041519816053,106.26216925695826,NA,temperate (warm),Invertebrate,Malacostraca,122,30,non-endemic,Least Concern,Not applicable,3/12/2009,increasing,Least Concern
Petricia vernicina,-0.014750710056421144,29.091752943440472,7.763398373469867e-56,-31.682086605144555,-25.791918238049295,9.162569397537094e-4,0.3391295371178016,2720.1237951193493,2744.0793241325864,***,-28.797884139504802,-66.27303373773111,NA,temperate (cool),Invertebrate,Asteroidea,60,18,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Phlyctenactis tuberculosa,0.0034477624449762313,-7.736819991310378,6.971725582311462e-4,3.4225016316538697,13.32877918233172,0.0010134158650907997,0.2257163861483783,130.70985310395147,150.32484213428987,***,8.26239351639155,28.922404916794232,NA,temperate (cool),Invertebrate,Anthozoa,10,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Phyllidiella pustulosa,8.130249753235021e-4,-2.5387688769593555,0.673476849845325,-6.603569205892339,11.155311432480486,0.0019286053393227274,0.25521141554843896,224.48469419854362,242.75700584419153,,1.8896920772713357,6.173662608792024,NA,tropical,Invertebrate,Gastropoda,12,4.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pinna bicolor,0.00520700615511777,-11.37538441797544,0.23100030560952559,-7.289112408029213,37.09113883051434,0.00433371854242486,0.29043608788262,169.09237664683576,182.6119660609976,,12.737931336223635,46.76557383958509,NA,tropical,Invertebrate,Bivalvia,50,50,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Prothalotia lehmanni,0.009944177896088506,-20.610474828839386,3.9681077928417634e-5,12.895015273618151,40.02603494355697,0.002386115901398798,0.2802020791281733,193.80465419480538,209.08498591621483,***,25.730828970691128,108.07202444382045,NA,temperate (cool),Invertebrate,Gastropoda,25,2,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pseudoboletia indiana,-0.0031814516059714753,5.702187029464212,0.2347591687421163,-17.62657479829611,4.853719994943664,0.00267343478886601,0.3138418785306396,373.77873900059,389.97767282151784,,-7.063677385405997,-20.896891793758037,NA,temperate (warm),Invertebrate,Echinoidea,100,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Pteraeolidia ianthina,0.0029014811376732756,-6.5016321714219805,0.32241422438855893,-6.332145938980228,22.022256556656703,0.0029298620388632127,0.33060792429410274,608.4208622402701,626.2916571446875,,6.909133937869309,23.83613712326271,NA,temperate (warm),Invertebrate,Gastropoda,35,15,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Rhynchocinetes serratus,0.010032820903330079,-20.159620051404108,3.6374214074293013e-13,18.6915758401722,33.732364129733746,0.0013218770004157024,0.1505390055740816,-169.82955299040418,-154.51377051996334,***,25.98771781165818,109.435486011884,NA,temperate (warm),Invertebrate,Malacostraca,20,6,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Sagaminopteron ornatum,0.00414941618579985,-9.1551920199916,0.015335533379254033,1.8780572194355396,18.824957927693113,0.0017048021087074144,0.22224428840858534,94.93031971595173,111.5497520920174,*,10.025705464016175,35.76296617006685,NA,temperate (cool),Invertebrate,Gastropoda,20,2.5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Sagmariasus verreauxi,0.006469035844640125,-13.662917570255555,0.022732894638710924,2.1872847049827584,31.820774070806134,0.002821148732421257,0.2481704780655396,131.88832744341977,146.1156396902179,*,16.062082395607266,61.06795586501691,NA,temperate (cool),Invertebrate,Malacostraca,220,61,non-endemic,Least Concern,Not applicable,3/12/2009,increasing,Least Concern
Sassia parkinsonia,0.003530984982220749,-7.951625222681942,0.003841406809454546,2.6749882819153497,14.592194820135385,0.0012166135729909375,0.19137227401849283,-112.26806979310354,-94.44727553974305,**,8.470052366339175,29.71539409112043,NA,temperate (warm),Invertebrate,Gastropoda,150,5,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Scutus antipodes,-0.003415961997203858,6.076207584125418,0.0013348605136085097,-11.893259378549788,-3.0223569929578566,0.001062838130426776,0.294592007388011,1042.7397428702745,1064.4909233569622,**,-7.564162585601748,-22.252001772933866,NA,temperate (cool),Invertebrate,Gastropoda,20,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Stenopus hispidus,0.005855587555307092,-12.615039691585606,0.012334947225905167,3.0093375079165354,27.126226810674353,0.002330618411638973,0.24243661383355722,146.92846042429602,163.70608198871471,*,14.434209935877726,53.94968398960258,NA,tropical,Invertebrate,Malacostraca,112,9,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Tambja verconis,0.005944751224626285,-12.648411344250015,7.202199212796324e-4,6.015835324452033,24.029297789864426,0.0017386427968574631,0.23215846505099572,61.153055280192646,75.99476334969212,***,14.669392646415561,54.964435721210606,NA,temperate (cool),Invertebrate,Gastropoda,36,13,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Tectus pyramis,0.00917730405222934,-19.232433745900998,0.01127190691799611,5.004826799348455,45.32382430529671,0.003600258890468498,0.2978688758736983,278.24344166563606,293.7543847927546,*,23.530170407866887,96.64084404274118,NA,tropical,Invertebrate,Gastropoda,17,4,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Tridacna crocea,0.010594055760816946,-21.830800912614965,0.03952840597662872,1.3499269738719581,60.71546719578107,0.005108110061865393,0.2822255839756493,196.97106752103247,210.32121983983774,*,27.626411309979222,118.27790877511913,NA,tropical,Invertebrate,Bivalvia,20,15,non-endemic,Least Concern,Not applicable,1/08/1996,increasing,Least Concern
Tridacna maxima,0.005829058545862491,-12.272883849532173,0.3294927374990202,-12.633314043081285,49.70465639671918,0.005966677156491358,0.41676417920811243,440.1465252521849,455.0539162425337,,14.364328799239157,53.64904790398891,NA,tropical,Invertebrate,Bivalvia,35,35,non-endemic,Lower Risk/conservation dependent,Not applicable,1/08/1996,increasing,Least Concern
Tridacna squamosa,0.032943983367466366,-67.08264095679432,1.0966126621220044e-4,47.04280342528745,210.0529681655707,0.00826525695609742,0.34460143919473174,170.14264445957107,182.39302459167894,***,113.52062581726602,1032.9414539017457,NA,tropical,Invertebrate,Bivalvia,26,41,non-endemic,Lower Risk/conservation dependent,Not applicable,1/08/1996,increasing,Least Concern
Turbo argyrostomus,0.002402943107705202,-5.441490284378638,0.783919564260724,-28.782269698075986,56.84501984217862,0.008747165956553588,0.4135405334481502,242.52076970822102,255.13393608621215,,5.688912958361474,19.36972117740962,NA,tropical,Invertebrate,Gastropoda,30,8,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Turbo cepoides,-0.008581687308408211,16.941532168992996,0.025722205249176292,-30.967232660193254,-2.431198482133682,0.0038331236727817256,0.43272480973652966,641.6286940476648,657.9116449596747,*,-17.93024689444565,-46.864348956609575,NA,temperate (warm),Invertebrate,Gastropoda,21,10,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Umbraculum umbraculum,-0.0025938700258284703,4.1138443203947945,0.2256051037968015,-14.451851557325975,3.731816983812889,0.0021352782870082687,0.19731702327264436,-22.630497102876703,-8.281502469275704,,-5.7977448382497565,-17.3969355729608,NA,temperate (warm),Invertebrate,Gastropoda,275,20,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Abudefduf bengalensis,0.008781654202026251,-18.88523274925044,0.006320221660775316,5.955727247271507,41.41928831444088,0.0031986355781156123,0.31527490073260633,389.1595810084838,405.4054086841959,**,22.40989968196311,90.99101400112389,NA,tropical,Vertebrate,Actinopterygii,6,17,non-endemic,Least Concern,Not applicable,15/11/2010,increasing,Least Concern
Abudefduf sexfasciatus,0.004514064570693729,-9.89228285206864,0.20658815048716986,-5.557166771012288,30.350374796970197,0.00357004715800126,0.43582168328662585,988.8489767090281,1006.6382001591929,,10.95340782637659,39.460130179355716,NA,tropical,Vertebrate,Actinopterygii,20,16,non-endemic,Least Concern,Not applicable,15/11/2010,increasing,Least Concern
Abudefduf vaigiensis,0.005526185620588798,-12.303288610103184,0.05866577488998451,-0.43742071693978973,29.547063601852376,0.0029166718203371034,0.352557134252799,644.440545541169,661.933824699477,,13.569537248097765,50.25811623852409,NA,tropical,Vertebrate,Actinopterygii,15,20,non-endemic,Least Concern,Not applicable,4/11/2013,increasing,Least Concern
Acanthistius cinctus,0.001980336806556924,-5.392497432359203,0.5286265715204139,-9.161583562724793,20.597188030806258,0.0031395379650408666,0.3360659823904279,337.2194668773808,352.77497871071233,,4.66545555963876,15.70996915359015,NA,temperate (warm),Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,10/03/2015,increasing,Least Concern
Acanthurus dussumieri,-3.1282531030796577e-4,-0.7037368458001518,0.894693372800891,-10.758530822994476,10.452813367984858,0.002362545221609118,0.3347743953709379,823.3046554772343,842.3648113843565,,-0.7177189036603318,-2.2786202894652403,NA,tropical,Vertebrate,Actinopterygii,131,54,non-endemic,Least Concern,Not applicable,3/05/2010,declining,Near Threatened
Acanthurus grammoptilus,0.0020709297879500754,-5.0443235698565045,0.7884609791668516,-25.935409676850345,48.52787609537657,0.007709257625419234,0.467210501617153,424.6364468118834,438.8015009925171,,4.884013531956328,16.484932730479755,NA,tropical,Vertebrate,Actinopterygii,91,35,non-endemic,Least Concern,Not applicable,3/05/2010,increasing,Least Concern
Acanthurus nigrofuscus,0.020120044689422547,-41.73849665412628,1.3347617573946905e-20,44.487525742554965,74.81171748397912,0.002110757804936261,0.3357286704906316,1071.9489702510377,1091.6434847635915,***,58.92801052699016,340.39403713499314,NA,tropical,Vertebrate,Actinopterygii,25,21,non-endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Acanthurus olivaceus,0.001655587737261746,-4.761563590103233,0.45695463845305606,-6.034194836898969,14.852886732808074,0.002223818308595319,0.24154585763169847,185.76248455044134,202.7854847174548,,3.885725569756384,12.974078500299246,NA,tropical,Vertebrate,Actinopterygii,46,35,non-endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Acanthurus triostegus,-0.009916974554144574,19.504713229970395,0.2753645552099539,-47.14834322332292,19.840028306563408,0.009070148731339574,0.5969461287666327,585.339651709948,599.6736369450748,,-20.415177048849557,-51.843289400770296,NA,tropical,Vertebrate,Actinopterygii,90,27,non-endemic,Least Concern,Not applicable,4/05/2010,declining,Near Threatened
Amblygobius phalaena,-0.004214295901382897,7.795781343643149,0.3565713141997875,-26.147853489121086,11.519537436988285,0.004566100147855043,0.45606446719476934,760.0902115515595,776.6669540880621,,-9.247825273319725,-26.693492162352285,NA,tropical,Vertebrate,Actinopterygii,20,15,non-endemic,Least Concern,Not applicable,27/08/2020,declining,Near Threatened
Amphichaetodon howensis,-0.004803618609701593,8.065933298377864,0.1730475570678362,-23.596847236229014,4.909869734141303,0.003512948932169501,0.2904805295437203,161.70535115396578,175.24333140512215,,-10.470983453827213,-29.808551548028184,NA,temperate (warm),Vertebrate,Actinopterygii,150,20,non-endemic,Least Concern,Not applicable,5/10/2009,declining,Near Threatened
Anampses caeruleopunctatus,0.004183038739149905,-9.904774554255008,0.01724061338237409,1.735734952909921,19.175572791913204,0.001752933259344764,0.26165607601239355,383.5593235401991,402.77334457063245,*,10.110919015414881,36.09972248483359,NA,tropical,Vertebrate,Actinopterygii,30,42,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Anampses elegans,-3.4952211819127025e-4,-0.17454336975406978,0.9382877143746655,-19.076182107008684,21.59989321058798,0.004511736716466055,0.504340775755099,796.9602558905499,813.4502271286075,,-0.8015745388021941,-2.5424942458667545,NA,temperate (warm),Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,23/02/2009,declining,Near Threatened
Anampses femininus,-0.004631747747821736,7.906772181529295,0.12348504369133101,-21.49415273105263,2.911294228842816,0.002999061101817669,0.31034902082163485,252.86135771848956,268.23553538661497,,-10.115972792830389,-28.914000843269953,NA,temperate (warm),Vertebrate,Actinopterygii,30,24,non-endemic,Least Concern,Not applicable,2/02/2009,declining,Near Threatened
Anampses geographicus,0.01144983445935291,-24.267450892610896,4.073206308290502e-5,14.83455547499932,47.54486372373349,0.0027768750568298436,0.4321818945503343,1395.8619113335249,1415.3628396826311,***,30.166235400484563,132.4848744019542,NA,tropical,Vertebrate,Actinopterygii,25,31,non-endemic,Least Concern,Not applicable,3/02/2009,increasing,Least Concern
Anampses meleagrides,-0.020248876610303855,39.55268846548553,6.522442609244007e-4,-51.73942787586079,-18.448866521398532,0.005812288831614064,0.27438636302566594,117.23234897674217,129.77554272494322,***,-37.264807651132664,-77.50759222287121,NA,tropical,Vertebrate,Actinopterygii,60,22,non-endemic,Least Concern,Not applicable,3/02/2009,declining,Vulnerable
Anampses neoguinaicus,-0.006236880128305666,11.44821504782276,0.09225496507404664,-26.682361481466206,2.342006888434899,0.0036951051614261877,0.36474423521314,456.7432902924879,472.8564043734107,,-13.377403258112663,-36.84324091708455,NA,tropical,Vertebrate,Actinopterygii,25,20,non-endemic,Least Concern,Not applicable,4/02/2009,declining,Near Threatened
Aplodactylus arctidens,0.010583243651035785,-22.923570809361937,7.072270387319341e-22,21.48557765730605,34.01090804761504,0.0010871482131928508,0.3552791265223477,1781.2390194997552,1803.4814241508293,***,27.594641645112343,118.10408350386751,NA,temperate (cool),Vertebrate,Actinopterygii,40,65,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Aplodactylus etheridgii,-0.010968813288891216,20.56293733507324,0.0021242421109986132,-33.75719742810273,-8.90699349374501,0.003529308168299403,0.3094956103995144,179.0154165014037,193.10126017285268,**,-22.319525969041752,-55.434582982547084,NA,temperate (warm),Vertebrate,Actinopterygii,20,45,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Arothron hispidus,6.0946453743042693e-5,-1.7824521434864111,0.9779249565204953,-9.329121305922246,10.598975635465761,0.00220114452955059,0.21071340877634814,4.884834468069883,20.997948548992674,,0.14043291065086053,0.45007989742482407,NA,tropical,Vertebrate,Actinopterygii,50,50,non-endemic,Least Concern,Not applicable,10/06/2011,increasing,Least Concern
Arripis trutta,0.002938545025380828,-6.557720531027581,0.0024473625935341956,2.435533180825578,11.768717654140456,9.66079892487092e-4,0.19387031378608927,-45.78839331060752,-27.635834015536837,**,7.00041208256654,24.174791889301105,NA,temperate (warm),Vertebrate,Actinopterygii,50,100,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Aspidontus dussumieri,3.135328294689351e-4,-1.9800784670207008,0.9190757352102559,-12.356012642370983,15.757337474261371,0.003082362800197678,0.22831075570845571,67.11836492727863,80.92251874154144,,0.724548259830607,2.3370869567676613,NA,tropical,Vertebrate,Actinopterygii,20,12,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Aspidontus taeniatus,0.0014077107573626263,-4.498674121432709,0.3903667652889319,-4.059844946836485,11.212550077719564,0.0016365959687788395,0.17221601462134756,-105.61329690421579,-90.32111332228371,,3.294478547084522,10.929420503453247,NA,tropical,Vertebrate,Actinopterygii,25,12,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Atrosalarias holomelas,0.027874887016607574,-57.00677681113751,0.00402994288723393,23.517911423458315,192.258937308192,0.009541957511246235,0.4572682566731931,285.74352403009595,298.35669040808705,**,89.9979303338521,679.8236185238803,NA,tropical,Vertebrate,Actinopterygii,20,10,non-endemic,Least Concern,Not applicable,1/04/2012,increasing,Least Concern
Atypichthys latus,-0.0069462115826350625,12.902482632526077,0.10806838082350406,-29.83131187493788,3.4981081396464253,0.0043059223440504255,0.3842946006331658,343.45783919090576,357.6851514377039,,-14.780715377417037,-40.059380197719925,NA,temperate (warm),Vertebrate,Actinopterygii,20,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Aulostomus chinensis,0.0018864133538318483,-5.236244059854846,0.5500535975408117,-9.412176812211571,20.408859639836287,0.0031528288415334465,0.2734970487866051,198.5666962437336,213.9869839325433,,4.439343579403554,14.911958690600441,NA,tropical,Vertebrate,Actinopterygii,122,80,non-endemic,Least Concern,Not applicable,27/11/2014,increasing,Least Concern
Bathytoshia brevicaudata,0.00380373556990538,-9.328997309686537,3.167760269147438e-6,5.22109528808178,13.232707850399706,8.130015447576132e-4,0.21060087320116566,-19.20020293262928,2.01247727231792,***,9.153422037307013,32.34865686416311,NA,temperate (warm),Vertebrate,Chondrichthyes,480,430,non-endemic,Least Concern,Not applicable,Not Evaluated,increasing,Least Concern
Bathytoshia lata,4.182524787500639e-4,-2.506294994737146,0.7397786077148293,-4.605335321910544,6.8663469047929,0.0012581067420691884,0.16201208326858008,-153.59728715154,-138.37674727587404,,0.967714287068432,3.129777155472333,NA,temperate (warm),Vertebrate,Chondrichthyes,440,400,non-endemic,Vulnerable,A2d,4/08/2020,increasing,Least Concern
Bodianus axillaris,-4.0015342965765504e-4,-0.5478843702227671,0.9198611211823853,-17.18311093591847,18.543574554157953,0.003973519600101563,0.28539941578002653,203.0577757971015,217.85955009066424,,-0.9171555560125346,-2.9053970189709832,NA,tropical,Vertebrate,Actinopterygii,100,20,non-endemic,Least Concern,Not applicable,12/03/2008,declining,Near Threatened
Caesio caerulaurea,0.0029119591282714876,-6.3591505557788475,0.6171901707615752,-17.734495661749673,39.0021180946626,0.005811424477096558,0.2930738476810703,148.44517981529958,160.3796063021329,,6.934930444370939,23.931781342545037,NA,tropical,Vertebrate,Actinopterygii,50,35,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Caesioperca lepidoptera,0.004517994465912579,-10.236399080785207,0.011825780459051947,2.3479369998849977,20.304201859766877,0.0017908926800432859,0.42288244735029423,1291.3744885564383,1310.6194660708436,*,10.963448363706314,39.50051885234697,NA,temperate (cool),Vertebrate,Actinopterygii,100,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Cantherhines dumerilii,0.004755449846042727,-11.171360682675303,0.0554735525256014,-0.20997218832786826,24.744628289083018,0.0024728696638367156,0.2408266851315504,73.4689587311142,88.46653067474722,,11.571815107241113,41.96274721394713,NA,tropical,Vertebrate,Actinopterygii,35,38,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Cantherhines pardalis,0.0032662825882551557,-8.128743204817328,0.2541183501202791,-5.241358878055804,22.661092260572474,0.002859440387246985,0.26463853583924163,182.90133923752245,198.77616947746392,,7.810938318638712,27.209938548818265,NA,tropical,Vertebrate,Actinopterygii,20,25,non-endemic,Least Concern,Not applicable,2/03/2015,increasing,Least Concern
Canthigaster callisterna,0.005189207660023947,-12.020160263509192,0.003413066716074877,4.05577869116553,22.044426134391855,0.0017666586379153902,0.2697395925983901,349.7272260642802,368.36440174301475,**,12.691737923995905,46.57322551740478,NA,temperate (warm),Vertebrate,Actinopterygii,250,23,non-endemic,Least Concern,Not applicable,7/06/2011,increasing,Least Concern
Canthigaster valentini,0.0056529393376378596,-12.710801470968633,0.027318174565667697,1.5051753532855499,27.811696939160345,0.0025531697507882073,0.2798112664296233,339.7804109354632,356.71020300166526,*,13.901486864792803,51.66803454228871,NA,tropical,Vertebrate,Actinopterygii,55,11,non-endemic,Least Concern,Not applicable,8/06/2011,increasing,Least Concern
Carangoides orthogrammus,0.005808086721417555,-13.15765426279055,0.0017679785558833685,5.2051757619953145,24.20086719176845,0.0018390011877708178,0.17963832555667444,-55.345153709014426,-40.597252283655145,**,14.309116271197656,53.411803352067146,NA,tropical,Vertebrate,Actinopterygii,75,75,non-endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Carcharhinus galapagensis,0.016700103855759048,-35.06683009571811,3.694475759485235e-5,22.797148322452777,75.71700634528221,0.003970111579915757,0.351868990344771,266.06254433747176,280.3206259667625,***,46.892979039023515,242.29718169245683,NA,temperate (warm),Vertebrate,Chondrichthyes,370,286,non-endemic,Least Concern,Not applicable,7/12/2018,increasing,Least Concern
Centropyge tibicen,0.0074168611082933095,-16.204164685498206,0.0015077395591332704,6.79952692535902,31.75523902058663,0.0023265367362961032,0.2857628862973326,460.2020059589487,478.23111680848876,**,18.62292020236332,72.71877752221451,NA,tropical,Vertebrate,Actinopterygii,55,19,non-endemic,Least Concern,Not applicable,9/10/2009,increasing,Least Concern
Cephalopholis miniata,0.005927110315586232,-13.495670251206283,0.13104073801201,-3.912115990880439,36.733073681129724,0.003908361278524218,0.2743462380855697,116.52615164080366,129.95249673949172,,14.622823748513976,54.763139119633784,NA,tropical,Vertebrate,Actinopterygii,150,45,non-endemic,Least Concern,Not applicable,12/11/2017,increasing,Least Concern
Chaetodon assarius,0.01736282136752025,-36.38231026658708,5.790278416669839e-12,33.42594708771254,66.73091484912533,0.0024688167664980933,0.323231316821532,518.3569543830298,535.9579841642651,***,49.15170204374177,259.4266571618544,NA,temperate (warm),Vertebrate,Actinopterygii,40,13,non-endemic,Least Concern,Not applicable,7/10/2009,increasing,Least Concern
Chaetodon aureofasciatus,-0.007457677189356087,13.85019943367826,0.29574932563775047,-38.89638646753098,16.08592385235221,0.007110147685834214,0.3581678544897424,230.31525755890897,243.42771619583104,,-15.778450337020649,-42.27627753471301,NA,tropical,Vertebrate,Actinopterygii,15,12.5,non-endemic,Least Concern,Not applicable,7/10/2009,declining,Near Threatened
Chaetodon auriga,0.003738859096800163,-8.866798651036603,0.11196467865151191,-1.9732427234818808,21.180445706155123,0.0023492245219698072,0.30186818798627424,558.9334164782091,577.3437680469665,,8.990486455917566,31.717503607606233,NA,tropical,Vertebrate,Actinopterygii,35,23,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Chaetodon citrinellus,0.004527961388376274,-10.4563123028664,0.101865558390727,-2.0207323418427503,25.725982673903776,0.0027625724397962637,0.29918688822294504,402.2670103414905,419.37358429885705,,10.988917050267952,39.60300426407196,NA,tropical,Vertebrate,Actinopterygii,36,13,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Chaetodon flavirostris,-7.505496536282693e-5,-1.1665107938649615,0.9774415769375021,-11.438508718215507,12.526284640598965,0.0026533410697796413,0.35802214651510267,791.8866677559342,810.3132685007271,,-0.17267119585930604,-0.5514990515268149,NA,tropical,Vertebrate,Actinopterygii,20,20,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Near Threatened
Chaetodon kleinii,0.0035282568885588133,-8.488323427923028,0.14521165926387533,-2.7491927150199453,20.968396157274825,0.0024178686007122595,0.2680557523834122,290.5581843718125,307.31124086414286,,8.4632388519924,29.68932218316109,NA,tropical,Vertebrate,Actinopterygii,61,15,non-endemic,Least Concern,Not applicable,7/10/2009,increasing,Least Concern
Chaetodon lineolatus,-0.007012928067426007,12.600697882077792,0.05243257611004222,-27.640020940295535,0.055969889863426894,0.003590488772944796,0.23523253674089112,48.86346414325999,61.83045220349856,,-14.911529065160842,-40.35331636413318,NA,tropical,Vertebrate,Actinopterygii,171,30,non-endemic,Least Concern,Not applicable,8/10/2009,declining,Near Threatened
Chaetodon lunula,0.012718091789729321,-26.963411985774368,0.002627737856272455,10.966917378844341,61.870725842970366,0.004183107285964391,0.29005032424380356,174.39000015481503,188.61731240161316,**,34.02348846627765,155.25775029047753,NA,tropical,Vertebrate,Actinopterygii,30,20,non-endemic,Least Concern,Not applicable,5/10/2009,increasing,Least Concern
Chaetodon lunulatus,-0.007915193269122484,14.716961683110652,0.013854042583367506,-27.868622778721768,-3.7120567132762052,0.0032002548744798063,0.2897350063054081,290.22333437904535,306.22899389088997,*,-16.66104176871537,-44.18976960250556,NA,tropical,Vertebrate,Actinopterygii,20,14,non-endemic,Least Concern,Not applicable,7/10/2009,declining,Near Threatened
Chaetodon melannotus,0.014659670090289135,-30.63127469642205,3.125077464011687e-4,16.897225911887247,68.0309167219769,0.00402009916931053,0.38796554816070505,413.63671211181685,428.94071254133866,***,40.151161365971014,194.51637261597486,NA,tropical,Vertebrate,Actinopterygii,20,18,non-endemic,Least Concern,Not applicable,8/10/2009,increasing,Least Concern
Chaetodon mertensii,0.007555721453169485,-16.512257016869814,0.0037633076666003804,5.891936755107422,33.73698787716083,0.0025864925754936967,0.24377626024361965,153.22726548916887,168.3502395523382,**,19.002809471486128,74.4950399187926,NA,tropical,Vertebrate,Actinopterygii,120,12.5,non-endemic,Least Concern,Not applicable,9/10/2009,increasing,Least Concern
Chaetodon pelewensis,-9.283813133580571e-4,0.6163223217131194,0.7768544642884835,-15.555229394985448,13.464398051054477,0.003272683942310388,0.30021339871894887,281.5439787365057,296.8479791660275,,-2.1149905999012826,-6.611844458717873,NA,tropical,Vertebrate,Actinopterygii,30,12.5,non-endemic,Least Concern,Not applicable,7/10/2009,declining,Near Threatened
